dataset,model,case_id,qid,category
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q16,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_packer_v._raging_capital_management,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q07,empty
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_peterson_v._bank_markazi,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q14,empty
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_sec_v._rashid,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q17,refusal_policy
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca2_trustees_of_the_nysnapp_v._white_oa,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q19,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca3_sec_v._dale_chappell,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q22,refusal_policy
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_julie_su_v._brian_bowers,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q04,unknown_bare
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q09,unknown_bare
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q13,unknown_bare
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q16,empty
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q22,unknown_bare
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_cadc_an_opinion_was_released_in_case_24-,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_akhmetshin_v._browder,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q09,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_battineni_v._mayorkas,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q04,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q21,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_securities_and_exchange_commission_,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q19,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q20,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q21,unknown_bare
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_dcd_united_states_v._michel,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_delch_be_capital_management_fund_lp_v._fu,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q01,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q02,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q07,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q09,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q10,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q11,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q12,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q13,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q19,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q20,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q21,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q22,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q23,attempt
court,Gemini 2.5 Pro,cl_2024_delch_kuramo_capital_management_llc_v._la,Q24,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q01,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q02,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q03,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q04,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q07,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q08,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q09,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q10,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q11,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q12,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q13,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q14,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q16,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q17,attempt
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q19,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q21,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q22,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q23,unknown_bare
court,Gemini 2.5 Pro,cl_2024_ohioctapp_state_v._thayer,Q24,unknown_bare
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q01,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q02,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q03,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q04,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q07,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q08,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q09,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q10,attempt
court,Gemini 2.5 Pro,cl_2025_ca11_united_states_v._ephren_taylor_ii,Q11,attempt
