case_id,qid,work,arm,date_filed,jurisdiction,model,condition,trunc_n,n_prefix_tokens,n_suffix_tokens,logp_sum,logp_per_token,p_geomean,min_token_logprob,n_tokens_below_1e3,first_break_index,align_warning
cl_2020_dcd_pca_integrity_associates_llp_v._nco,Q09,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,2020-02-11,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,33,11,-22.332043,-2.030186,0.13131113,-11.498143,1,4,
cl_2020_dcd_pca_integrity_associates_llp_v._nco,Q09,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,2020-02-11,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,33,11,-22.332043,-2.030186,0.13131113,-11.498143,1,4,
cl_2020_dcd_pca_integrity_associates_llp_v._nco,Q09,cl_2020_dcd_pca_integrity_associates_llp_v._nco,pre_cutoff,2020-02-11,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,33,11,-22.332043,-2.030186,0.13131113,-11.498143,1,4,
cl_2021_ca2_united_states_v._reichberg,Q22,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,18,10,-53.647103,-5.36471,0.00467882,-8.055854,3,2,
cl_2021_ca2_united_states_v._reichberg,Q22,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,18,25,-80.237812,-3.209512,0.04037629,-8.055854,4,2,
cl_2021_ca2_united_states_v._reichberg,Q22,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,18,26,-80.897208,-3.111431,0.04453717,-8.055854,4,2,
cl_2021_ca2_united_states_v._reichberg,Q22,cl_2021_ca2_united_states_v._reichberg,pre_cutoff,2021-07-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,18,26,-80.897208,-3.111431,0.04453717,-8.055854,4,2,
cl_2021_ca9_united_states_v._benjamin_koziol,Q13,cl_2021_ca9_united_states_v._benjamin_koziol,pre_cutoff,2021-04-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-33.57548,-3.357548,0.03482053,-10.908005,2,9,
cl_2021_ca9_united_states_v._benjamin_koziol,Q13,cl_2021_ca9_united_states_v._benjamin_koziol,pre_cutoff,2021-04-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-85.231864,-3.409275,0.03306518,-13.748295,4,18,
cl_2021_ca9_united_states_v._benjamin_koziol,Q13,cl_2021_ca9_united_states_v._benjamin_koziol,pre_cutoff,2021-04-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,36,-109.20328,-3.033424,0.04815047,-13.748295,4,18,
cl_2021_ca9_united_states_v._benjamin_koziol,Q13,cl_2021_ca9_united_states_v._benjamin_koziol,pre_cutoff,2021-04-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,36,-109.20328,-3.033424,0.04815047,-13.748295,4,18,
cl_2022_ca2_cantero_v._bank_of_am._n.a.,Q22,cl_2022_ca2_cantero_v._bank_of_am._n.a.,pre_cutoff,2022-09-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-39.733982,-3.973398,0.01880941,-6.902169,0,1,
cl_2022_ca2_cantero_v._bank_of_am._n.a.,Q22,cl_2022_ca2_cantero_v._bank_of_am._n.a.,pre_cutoff,2022-09-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,25,-90.703231,-3.628129,0.02656584,-11.133911,2,15,
cl_2022_ca2_cantero_v._bank_of_am._n.a.,Q22,cl_2022_ca2_cantero_v._bank_of_am._n.a.,pre_cutoff,2022-09-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,27,-92.243731,-3.416434,0.03282928,-11.133911,2,15,
cl_2022_ca2_cantero_v._bank_of_am._n.a.,Q22,cl_2022_ca2_cantero_v._bank_of_am._n.a.,pre_cutoff,2022-09-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,27,-92.243731,-3.416434,0.03282928,-11.133911,2,15,
cl_2022_ca2_exxon_mobil_v._healey,Q19,cl_2022_ca2_exxon_mobil_v._healey,pre_cutoff,2022-03-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,7,10,-46.410711,-4.641071,0.00964736,-11.023554,3,8,
cl_2022_ca2_exxon_mobil_v._healey,Q19,cl_2022_ca2_exxon_mobil_v._healey,pre_cutoff,2022-03-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,7,25,-89.349885,-3.573995,0.02804358,-11.023554,6,8,
cl_2022_ca2_exxon_mobil_v._healey,Q19,cl_2022_ca2_exxon_mobil_v._healey,pre_cutoff,2022-03-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,7,37,-118.514587,-3.203097,0.04063616,-11.023554,6,8,
cl_2022_ca2_exxon_mobil_v._healey,Q19,cl_2022_ca2_exxon_mobil_v._healey,pre_cutoff,2022-03-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,7,37,-118.514587,-3.203097,0.04063616,-11.023554,6,8,
cl_2022_ca2_united_states_v._blaszczak,Q08,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,36,8,-7.547738,-0.943467,0.38927576,-1.678376,0,3,
cl_2022_ca2_united_states_v._blaszczak,Q08,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,36,8,-7.547738,-0.943467,0.38927576,-1.678376,0,3,
cl_2022_ca2_united_states_v._blaszczak,Q08,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,36,8,-7.547738,-0.943467,0.38927576,-1.678376,0,3,
cl_2022_ca2_united_states_v._blaszczak,Q08,cl_2022_ca2_united_states_v._blaszczak,pre_cutoff,2022-12-27,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,36,8,-7.547738,-0.943467,0.38927576,-1.678376,0,3,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q13,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,9,10,-54.560521,-5.456052,0.00427038,-9.868812,4,3,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q13,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,9,25,-117.148795,-4.685952,0.00922395,-10.144682,8,16,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q13,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,9,35,-141.248981,-4.035685,0.01767357,-10.144682,9,16,
cl_2022_ca7_diane_burke_v._the_boeing_company,Q13,cl_2022_ca7_diane_burke_v._the_boeing_company,pre_cutoff,2022-08-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,9,35,-141.248981,-4.035685,0.01767357,-10.144682,9,16,
cl_2022_ca7_walter_dean_v._national_production_,Q12,cl_2022_ca7_walter_dean_v._national_production_,pre_cutoff,2022-08-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-35.779585,-3.577958,0.02793267,-7.895804,2,9,
cl_2022_ca7_walter_dean_v._national_production_,Q12,cl_2022_ca7_walter_dean_v._national_production_,pre_cutoff,2022-08-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,25,-64.986066,-2.599443,0.07431499,-8.533436,3,17,
cl_2022_ca7_walter_dean_v._national_production_,Q12,cl_2022_ca7_walter_dean_v._national_production_,pre_cutoff,2022-08-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,29,-73.779941,-2.544136,0.07854089,-8.533436,3,17,
cl_2022_ca7_walter_dean_v._national_production_,Q12,cl_2022_ca7_walter_dean_v._national_production_,pre_cutoff,2022-08-15,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,15,29,-73.779941,-2.544136,0.07854089,-8.533436,3,17,
cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,Q22,cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,pre_cutoff,2022-08-08,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,17,10,-41.507366,-4.150737,0.01575281,-10.24534,3,5,
cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,Q22,cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,pre_cutoff,2022-08-08,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,17,25,-83.093328,-3.323733,0.03601812,-10.24534,4,5,
cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,Q22,cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,pre_cutoff,2022-08-08,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,17,27,-92.873721,-3.439767,0.03207214,-10.24534,5,5,
cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,Q22,cl_2022_dcd_eig_energy_fund_xiv_l.p._v._petrole,pre_cutoff,2022-08-08,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,17,27,-92.873721,-3.439767,0.03207214,-10.24534,5,5,
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,Q11,cl_2023_ca2_kirschner_v._jp_morgan,pre_cutoff,2023-08-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,7,10,-30.104065,-3.010406,0.04927165,-6.871541,0,7,
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,Q11,cl_2023_ca2_kirschner_v._jp_morgan,pre_cutoff,2023-08-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,7,25,-67.53999,-2.7016,0.0670981,-7.129215,1,14,
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,Q11,cl_2023_ca2_kirschner_v._jp_morgan,pre_cutoff,2023-08-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,7,37,-93.203862,-2.519023,0.08053823,-9.945488,3,33,
cl_2023_ca2_kirschner_v._jp_morgan_chase_bank_n,Q11,cl_2023_ca2_kirschner_v._jp_morgan,pre_cutoff,2023-08-24,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,7,37,-93.203862,-2.519023,0.08053823,-9.945488,3,33,
cl_2023_ca3_marlow_henry_v._wilmington_trust_na,Q11,cl_2023_ca3_marlow_henry_v._wilmington_trust_na,pre_cutoff,2023-06-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,7,10,-34.775571,-3.477557,0.03088276,-8.723904,2,7,
cl_2023_ca3_marlow_henry_v._wilmington_trust_na,Q11,cl_2023_ca3_marlow_henry_v._wilmington_trust_na,pre_cutoff,2023-06-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,7,25,-81.498912,-3.259956,0.03839007,-14.471572,5,10,
cl_2023_ca3_marlow_henry_v._wilmington_trust_na,Q11,cl_2023_ca3_marlow_henry_v._wilmington_trust_na,pre_cutoff,2023-06-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,7,37,-99.525913,-2.68989,0.06788844,-14.471572,5,10,
cl_2023_ca3_marlow_henry_v._wilmington_trust_na,Q11,cl_2023_ca3_marlow_henry_v._wilmington_trust_na,pre_cutoff,2023-06-30,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,7,37,-99.525913,-2.68989,0.06788844,-14.471572,5,10,
cl_2023_ca4_sec_v._christopher_clark,Q12,cl_2023_ca4_sec_v.,pre_cutoff,2023-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,28,10,-25.357946,-2.535795,0.07919876,-11.480838,1,4,
cl_2023_ca4_sec_v._christopher_clark,Q12,cl_2023_ca4_sec_v.,pre_cutoff,2023-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,28,16,-27.891898,-1.743244,0.174952,-11.480838,1,4,
cl_2023_ca4_sec_v._christopher_clark,Q12,cl_2023_ca4_sec_v.,pre_cutoff,2023-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,28,16,-27.891898,-1.743244,0.174952,-11.480838,1,4,
cl_2023_ca4_sec_v._christopher_clark,Q12,cl_2023_ca4_sec_v.,pre_cutoff,2023-02-23,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,28,16,-27.891898,-1.743244,0.174952,-11.480838,1,4,
cl_2023_dcd_attias_v._carefirst_inc.,Q07,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,2023-09-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-20.450824,-2.045082,0.12936953,-7.353016,2,3,
cl_2023_dcd_attias_v._carefirst_inc.,Q07,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,2023-09-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,25,-51.264348,-2.050574,0.12866104,-7.596065,3,21,
cl_2023_dcd_attias_v._carefirst_inc.,Q07,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,2023-09-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,28,-53.504097,-1.910861,0.147953,-7.596065,3,21,
cl_2023_dcd_attias_v._carefirst_inc.,Q07,cl_2023_dcd_attias_v._carefirst_inc.,pre_cutoff,2023-09-13,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,28,-53.504097,-1.910861,0.147953,-7.596065,3,21,
cl_2024_ca9_julie_su_v._brian_bowers,Q19,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-43.254369,-4.325437,0.01322777,-8.90423,2,5,
cl_2024_ca9_julie_su_v._brian_bowers,Q19,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-110.802139,-4.432086,0.01188967,-10.594659,8,11,
cl_2024_ca9_julie_su_v._brian_bowers,Q19,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,36,-152.525406,-4.236817,0.01445353,-10.594659,10,11,
cl_2024_ca9_julie_su_v._brian_bowers,Q19,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,36,-152.525406,-4.236817,0.01445353,-10.594659,10,11,
cl_2024_ca9_julie_su_v._brian_bowers,Q22,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,15,10,-39.425405,-3.942541,0.01939887,-14.326416,1,9,
cl_2024_ca9_julie_su_v._brian_bowers,Q22,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,15,25,-101.303825,-4.052153,0.0173849,-14.326416,3,9,
cl_2024_ca9_julie_su_v._brian_bowers,Q22,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,15,29,-109.024229,-3.759456,0.02329641,-14.326416,3,9,
cl_2024_ca9_julie_su_v._brian_bowers,Q22,cl_2024_ca9_julie_su_v._brian_bowers,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,15,29,-109.024229,-3.759456,0.02329641,-14.326416,3,9,
cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-50.804583,-5.080458,0.00621706,-12.75779,4,9,
cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-68.713654,-2.748546,0.06402087,-12.75779,4,9,
cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,36,-86.18759,-2.3941,0.0912548,-12.75779,4,9,
cl_2024_ca9_renaldo_white_v._symetra_assigned_b,Q13,cl_2024_ca9_renaldo_white_v._symetra_assigned_b,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,36,-86.18759,-2.3941,0.0912548,-12.75779,4,9,
cl_2024_dcd_united_states_v._michel,Q08,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,16,10,-32.162579,-3.216258,0.04010485,-9.077287,2,7,
cl_2024_dcd_united_states_v._michel,Q08,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,16,25,-73.950349,-2.958014,0.05192193,-11.944769,3,17,
cl_2024_dcd_united_states_v._michel,Q08,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,16,28,-76.468228,-2.731008,0.06515357,-11.944769,3,17,
cl_2024_dcd_united_states_v._michel,Q08,cl_2024_dcd_united_states_v._michel,post_cutoff_control,2024-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,16,28,-76.468228,-2.731008,0.06515357,-11.944769,3,17,
cl_2025_ca1_securities_and_exchange_commission_,Q08,cl_2025_ca1_securities_and_exchange_commission_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,31,10,-28.814782,-2.881478,0.05605185,-8.552559,2,1,
cl_2025_ca1_securities_and_exchange_commission_,Q08,cl_2025_ca1_securities_and_exchange_commission_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,31,13,-37.298588,-2.869122,0.05674872,-8.552559,2,1,
cl_2025_ca1_securities_and_exchange_commission_,Q08,cl_2025_ca1_securities_and_exchange_commission_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,31,13,-37.298588,-2.869122,0.05674872,-8.552559,2,1,
cl_2025_ca1_securities_and_exchange_commission_,Q08,cl_2025_ca1_securities_and_exchange_commission_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,31,13,-37.298588,-2.869122,0.05674872,-8.552559,2,1,
cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q10,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,8,10,-33.534404,-3.35344,0.03496386,-7.424979,1,3,
cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q10,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,8,25,-88.496728,-3.539869,0.02901712,-9.751467,5,17,
cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q10,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,8,36,-106.454566,-2.957071,0.0519709,-9.751467,5,17,
cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,Q10,cl_2025_ca2_in_re_shanda_games_ltd._sec._litig.,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,8,36,-106.454566,-2.957071,0.0519709,-9.751467,5,17,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q09,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,34,10,-12.994426,-1.299443,0.27268375,-10.542556,1,1,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q09,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,34,10,-12.994426,-1.299443,0.27268375,-10.542556,1,1,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q09,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,34,10,-12.994426,-1.299443,0.27268375,-10.542556,1,1,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q09,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,34,10,-12.994426,-1.299443,0.27268375,-10.542556,1,1,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q10,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,30,10,-28.763507,-2.876351,0.05633999,-6.226384,0,8,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q10,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,30,14,-36.609033,-2.614931,0.07317284,-6.226384,0,8,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q10,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,30,14,-36.609033,-2.614931,0.07317284,-6.226384,0,8,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q10,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,30,14,-36.609033,-2.614931,0.07317284,-6.226384,0,8,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q11,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,28,10,-30.291217,-3.029122,0.04835809,-10.406765,1,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q11,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q11,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q11,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q12,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,28,10,-30.291217,-3.029122,0.04835809,-10.406765,1,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q12,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q12,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2025_cadc_robert_goodrich_v._bank_of_america_,Q12,cl_2025_cadc_robert_goodrich_v._bank_of_america_,post_cutoff_control,2025-07-01,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,28,16,-40.658814,-2.541176,0.07877372,-10.406765,2,2,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q07,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,29,10,-26.855398,-2.68554,0.06818438,-9.048625,1,2,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q07,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,29,15,-39.437359,-2.629157,0.07213923,-9.048625,1,2,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q07,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,29,15,-39.437359,-2.629157,0.07213923,-9.048625,1,2,
cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,Q07,cl_2026_dcd_securities_and_exchange_commission_v_wisdom_ca,post_cutoff_control,2026-08-03,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,29,15,-39.437359,-2.629157,0.07213923,-9.048625,1,2,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q22,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,19,10,-46.713925,-4.671392,0.00935923,-10.074966,3,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q22,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,19,25,-81.242309,-3.249692,0.03878614,-10.074966,4,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q22,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,19,25,-81.242309,-3.249692,0.03878614,-10.074966,4,1,
cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,Q22,cl_2026_ca8_united_healthcare_services_inc_v_amerisourcebe,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,19,25,-81.242309,-3.249692,0.03878614,-10.074966,4,1,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q22,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,10,14,10,-52.84977,-5.284977,0.00506715,-11.593014,3,5,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q22,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,25,14,25,-112.831641,-4.513266,0.0109626,-11.614624,5,11,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q22,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,50,14,30,-124.611327,-4.153711,0.01570602,-11.614624,5,11,
cl_2026_dcd_in_re_non_party_deposition_subpoena,Q22,cl_2026_dcd_in_re_non_party_deposition_subpoena,post_cutoff_control,2026-07-31,federal,meta-llama/Llama-3.1-8B-Instruct,raw,full,14,30,-124.611327,-4.153711,0.01570602,-11.614624,5,11,
