model,case_id,entropy
openai/gpt-5.5,47,2.1042794550039483
google/gemini-3.1-flash-lite,47,1.5444795210968603
google/gemini-3.5-flash,47,1.5430293192600038
qwen/qwen3.5-9b,46,1.6137942391528548
anthropic/claude-opus-4.8,48,2.0193485870308736
qwen/qwen3.6-35b-a3b,47,1.596804335473315
openai/gpt-5.4,47,1.9800763758050361
qwen/qwen3.5-397b-a17b,47,1.8941902989404114
anthropic/claude-sonnet-4.6,47,2.161716946020731
openai/gpt-5.4,48,2.0141552598979775
google/gemini-3.1-pro-preview,48,1.5444795210968603
google/gemini-3.1-flash-lite,48,1.5134058386196787
openai/gpt-5.5,48,2.190407399750093
qwen/qwen3.5-9b,47,1.8047484896412986
openai/gpt-5.4-mini,48,2.074669170664972
google/gemini-3.5-flash,48,1.7127324378491744
anthropic/claude-sonnet-4.6,48,2.1667597735768425
qwen/qwen3.6-35b-a3b,48,1.735433771585304
openai/gpt-5.4-mini,49,1.9757223681574405
anthropic/claude-opus-4.8,49,2.2007601191243142
openai/gpt-5.4,49,1.9807468199170355
anthropic/claude-haiku-4.5,49,2.1936868859826038
openai/gpt-5.5,49,2.1873403035586465
qwen/qwen3.5-397b-a17b,48,1.6137942391528548
google/gemini-3.1-pro-preview,49,1.7339835697484478
google/gemini-3.5-flash,49,1.7921149126805132
qwen/qwen3.5-397b-a17b,49,1.7860742586153067
qwen/qwen3.6-35b-a3b,49,1.9038657389909495
anthropic/claude-opus-4.8,50,2.2802809653578624
anthropic/claude-sonnet-4.6,49,2.452270078117578
qwen/qwen3.5-9b,49,1.5134058386196787
openai/gpt-5.4,50,2.0660741776965925
openai/gpt-5.4-mini,50,1.8749244270494474
google/gemini-3.1-flash-lite,50,1.4702535277519118
google/gemini-3.1-pro-preview,50,1.5741030017371853
openai/gpt-5.5,50,2.0198917354524286
google/gemini-3.5-flash,50,1.4964159349401391
anthropic/claude-opus-4.8,1,2.0021998690296208
qwen/qwen3.5-397b-a17b,50,1.8479008005090658
qwen/qwen3.5-9b,50,1.7092713643970767
openai/gpt-5.4-mini,1,1.5217781873607306
google/gemini-3.1-flash-lite,1,1.3535252706084164
google/gemini-3.1-pro-preview,1,1.3994886078590607
openai/gpt-5.4,1,1.859543330207494
openai/gpt-5.5,1,2.056266652579587
google/gemini-3.5-flash,1,1.4702535277519118
qwen/qwen3.5-397b-a17b,1,1.6796478837567517
qwen/qwen3.6-35b-a3b,1,1.735433771585304
anthropic/claude-opus-4.8,2,1.9117997638809423
anthropic/claude-sonnet-4.6,50,2.3248174351648756
openai/gpt-5.4-mini,2,1.6399566463410822
anthropic/claude-sonnet-4.6,1,2.3939821407617847
google/gemini-3.1-flash-lite,2,1.5047882836811908
anthropic/claude-haiku-4.5,2,2.2545779789317058
openai/gpt-5.4,2,1.8044745454599744
openai/gpt-5.5,2,2.2372708099854552
google/gemini-3.1-pro-preview,2,1.5444795210968603
google/gemini-3.5-flash,2,1.56718085483299
qwen/qwen3.6-35b-a3b,2,1.5545472778722047
anthropic/claude-opus-4.8,3,2.006639350679333
anthropic/claude-haiku-4.5,3,2.110766356408589
anthropic/claude-sonnet-4.6,2,2.1172528592015527
openai/gpt-5.4-mini,3,1.683889563223651
openai/gpt-5.5,3,2.026753469380262
google/gemini-3.1-flash-lite,3,1.5841707585125298
google/gemini-3.1-pro-preview,3,1.4964159349401391
google/gemini-3.5-flash,3,1.5545472778722047
anthropic/claude-sonnet-4.6,3,2.1995704442722155
qwen/qwen3.5-397b-a17b,2,1.4305622903362423
anthropic/claude-opus-4.8,4,1.9620335069764714
openai/gpt-5.4,3,1.9705339597361806
qwen/qwen3.6-35b-a3b,3,1.735433771585304
anthropic/claude-haiku-4.5,4,2.0739882412597916
openai/gpt-5.5,4,2.1715711627183083
google/gemini-3.1-pro-preview,4,1.5260394155804642
google/gemini-3.1-flash-lite,4,1.4786258764929634
qwen/qwen3.5-397b-a17b,3,1.6796478837567517
openai/gpt-5.4-mini,4,1.7524236752648439
openai/gpt-5.4,4,1.9065475171135322
google/gemini-3.5-flash,4,1.5444795210968603
anthropic/claude-opus-4.8,5,1.9979686623495703
qwen/qwen3.5-9b,4,1.8479008005090658
openai/gpt-5.5,5,2.334448367953059
openai/gpt-5.4-mini,5,1.7524236752648439
anthropic/claude-sonnet-4.6,4,1.999954378921557
google/gemini-3.1-flash-lite,5,1.5148560404565352
google/gemini-3.1-pro-preview,5,1.5741030017371853
google/gemini-3.5-flash,5,1.9206765920171578
anthropic/claude-opus-4.8,6,2.166439711669788
anthropic/claude-sonnet-4.6,5,2.1780078786418247
openai/gpt-5.4,5,1.9577024458630046
qwen/qwen3.5-397b-a17b,4,1.458174899361326
qwen/qwen3.6-35b-a3b,5,1.8479008005090658
anthropic/claude-haiku-4.5,6,2.048167681869886
openai/gpt-5.4-mini,6,1.6359295436309444
google/gemini-3.1-pro-preview,6,1.4475521940157818
google/gemini-3.1-flash-lite,6,1.3350851650920204
openai/gpt-5.4,6,1.83653665084026
openai/gpt-5.5,6,2.2161464958159462
google/gemini-3.5-flash,6,1.5841707585125298
anthropic/claude-sonnet-4.6,6,2.400875895646292
qwen/qwen3.6-35b-a3b,6,1.9206765920171578
qwen/qwen3.5-397b-a17b,5,1.6695801269814072
anthropic/claude-opus-4.8,7,2.022157744338938
openai/gpt-5.4-mini,7,1.5948009887347723
qwen/qwen3.5-397b-a17b,6,1.8979410428628845
google/gemini-3.1-flash-lite,7,1.3195454632493369
openai/gpt-5.4,7,1.8954616532217603
google/gemini-3.1-pro-preview,7,1.2968441295132072
openai/gpt-5.5,7,2.3489443500557434
google/gemini-3.5-flash,7,1.5444795210968603
anthropic/claude-opus-4.8,8,2.0028001137058045
qwen/qwen3.6-35b-a3b,7,1.6796478837567517
anthropic/claude-haiku-4.5,8,1.8193514876819066
openai/gpt-5.4-mini,8,1.684556479305878
google/gemini-3.1-flash-lite,8,1.4702535277519118
openai/gpt-5.5,8,2.2934111391678353
google/gemini-3.1-pro-preview,8,1.3195454632493369
anthropic/claude-sonnet-4.6,7,2.252662220989328
google/gemini-3.5-flash,8,1.5134058386196787
openai/gpt-5.4,8,1.7554368870313555
qwen/qwen3.6-35b-a3b,8,1.5444795210968603
qwen/qwen3.5-9b,8,1.5657306529961337
anthropic/claude-opus-4.8,9,1.9678862953050686
anthropic/claude-haiku-4.5,9,2.16131239759973
openai/gpt-5.4-mini,9,1.5841707585125298
anthropic/claude-sonnet-4.6,8,2.207738502136013
qwen/qwen3.5-397b-a17b,7,1.4737146012040094
google/gemini-3.1-flash-lite,9,1.5047882836811908
google/gemini-3.1-pro-preview,9,1.248780543356486
openai/gpt-5.4,9,2.07935990905758
openai/gpt-5.5,9,2.157971079867495
google/gemini-3.5-flash,9,1.4964159349401391
qwen/qwen3.5-397b-a17b,8,1.5444795210968603
qwen/qwen3.6-35b-a3b,9,1.7820471559051687
anthropic/claude-opus-4.8,10,1.8027349382862297
anthropic/claude-sonnet-4.6,9,2.2219934154537344
openai/gpt-5.4-mini,10,1.7420368990974089
qwen/qwen3.5-397b-a17b,9,1.4786258764929634
google/gemini-3.1-flash-lite,10,1.458174899361326
google/gemini-3.1-pro-preview,10,1.5657306529961337
openai/gpt-5.5,10,2.0700381876905403
google/gemini-3.5-flash,10,1.5226125575465101
openai/gpt-5.4,10,1.9464872785337841
anthropic/claude-opus-4.8,11,2.1303153010268314
anthropic/claude-haiku-4.5,11,2.2208811509820996
openai/gpt-5.5,11,2.137130351855531
openai/gpt-5.4,11,1.7017831882348413
qwen/qwen3.6-35b-a3b,10,1.7820471559051687
anthropic/claude-sonnet-4.6,10,2.1982657536434282
openai/gpt-5.4-mini,11,1.7650572522256291
google/gemini-3.1-flash-lite,11,1.5148560404565352
qwen/qwen3.5-397b-a17b,10,1.6385064445042257
google/gemini-3.1-pro-preview,11,1.3195454632493369
qwen/qwen3.5-9b,10,1.5741030017371853
google/gemini-3.5-flash,11,1.7228001946245186
anthropic/claude-opus-4.8,12,2.124626038678629
qwen/qwen3.5-9b,11,1.6796478837567517
qwen/qwen3.6-35b-a3b,11,1.6831089572088493
openai/gpt-5.4-mini,12,1.5444795210968603
anthropic/claude-sonnet-4.6,11,2.4501643484990803
google/gemini-3.1-flash-lite,12,1.5444795210968603
google/gemini-3.1-pro-preview,12,1.2353468116280648
openai/gpt-5.5,12,2.21063565182369
openai/gpt-5.4,12,1.8001024924521687
google/gemini-3.5-flash,12,1.656946550020622
qwen/qwen3.5-9b,12,1.6796478837567517
anthropic/claude-haiku-4.5,13,1.7293332366336012
anthropic/claude-opus-4.8,13,2.0994899595645777
openai/gpt-5.4-mini,13,1.7760065018399622
qwen/qwen3.6-35b-a3b,12,1.5444795210968603
anthropic/claude-sonnet-4.6,12,2.262056805652769
google/gemini-3.1-pro-preview,13,1.5741030017371853
google/gemini-3.1-flash-lite,13,1.5444795210968603
google/gemini-3.5-flash,13,1.5444795210968603
openai/gpt-5.4,13,2.0109197855062115
openai/gpt-5.5,13,2.051085748947685
anthropic/claude-opus-4.8,14,1.935662495863985
anthropic/claude-sonnet-4.6,13,2.1912311667076705
qwen/qwen3.6-35b-a3b,13,1.8479008005090658
qwen/qwen3.5-397b-a17b,13,1.5545472778722047
anthropic/claude-haiku-4.5,14,2.0014156843249653
qwen/qwen3.5-397b-a17b,11,1.6796478837567517
google/gemini-3.1-flash-lite,14,1.4702535277519118
openai/gpt-5.4,14,1.860970767211043
openai/gpt-5.4-mini,14,1.7508432431189256
anthropic/claude-sonnet-4.6,14,2.0306898558631943
openai/gpt-5.5,14,2.0155419777620907
google/gemini-3.5-flash,14,1.4923888322300014
google/gemini-3.1-pro-preview,14,1.3195454632493369
anthropic/claude-opus-4.8,15,1.9930033547193156
qwen/qwen3.5-397b-a17b,14,1.4305622903362423
openai/gpt-5.4-mini,15,1.5108289377463975
google/gemini-3.1-pro-preview,15,1.3350851650920204
openai/gpt-5.5,15,2.036000625735369
qwen/qwen3.6-35b-a3b,14,1.735433771585304
anthropic/claude-haiku-4.5,15,2.1763358049071875
google/gemini-3.1-flash-lite,15,1.5047882836811908
google/gemini-3.5-flash,15,1.6055659513023497
qwen/qwen3.5-397b-a17b,12,1.4331391912095235
openai/gpt-5.4,15,1.8173581575271396
anthropic/claude-opus-4.8,16,1.9461125083125477
anthropic/claude-sonnet-4.6,15,2.1766146341777075
qwen/qwen3.6-35b-a3b,15,1.735433771585304
qwen/qwen3.5-397b-a17b,15,1.7092713643970767
openai/gpt-5.4-mini,16,1.5444795210968603
google/gemini-3.1-pro-preview,16,1.5444795210968603
google/gemini-3.1-flash-lite,16,1.4150225884935588
anthropic/claude-haiku-4.5,16,1.9532923892685456
google/gemini-3.5-flash,16,1.6137942391528548
openai/gpt-5.5,16,2.167009478242611
openai/gpt-5.4,16,1.8601816142832859
anthropic/claude-sonnet-4.6,16,1.948403435087838
anthropic/claude-opus-4.8,17,1.844692097921727
qwen/qwen3.6-35b-a3b,16,1.7524236752648439
openai/gpt-5.4-mini,17,1.7261034467584018
openai/gpt-5.5,17,2.1061235164189243
google/gemini-3.1-flash-lite,17,1.735433771585304
openai/gpt-5.4,17,1.9451807676904784
qwen/qwen3.5-397b-a17b,16,1.782613185163209
google/gemini-3.5-flash,17,1.6399566463410822
google/gemini-3.1-pro-preview,17,1.735433771585304
qwen/qwen3.6-35b-a3b,17,1.5841707585125298
qwen/qwen3.5-397b-a17b,17,1.8047484896412986
anthropic/claude-sonnet-4.6,17,2.102116475923555
anthropic/claude-opus-4.8,18,1.8892577154683792
anthropic/claude-haiku-4.5,18,1.9657493145420373
google/gemini-3.5-flash,18,1.5741030017371853
google/gemini-3.1-flash-lite,18,1.4305622903362423
openai/gpt-5.4-mini,18,1.3762266043445461
qwen/qwen3.5-9b,17,1.7650572522256291
google/gemini-3.1-pro-preview,18,1.392321254757429
openai/gpt-5.4,18,1.8833971545714678
openai/gpt-5.5,18,2.0176881316041495
anthropic/claude-opus-4.8,19,1.963282935841653
qwen/qwen3.6-35b-a3b,18,1.596804335473315
openai/gpt-5.4-mini,19,1.5444795210968603
openai/gpt-5.5,19,2.202105389228633
anthropic/claude-sonnet-4.6,18,2.088789540030713
google/gemini-3.1-flash-lite,19,1.366158847569202
google/gemini-3.1-pro-preview,19,1.3350851650920204
openai/gpt-5.4,19,1.9068331719854488
google/gemini-3.5-flash,19,1.3762266043445461
qwen/qwen3.5-397b-a17b,18,1.2353468116280648
anthropic/claude-opus-4.8,20,2.000611335678869
qwen/qwen3.6-35b-a3b,19,1.5444795210968603
anthropic/claude-sonnet-4.6,19,2.2133100651805173
openai/gpt-5.4-mini,20,1.735433771585304
google/gemini-3.1-flash-lite,20,1.4702535277519118
google/gemini-3.1-pro-preview,20,1.2798542258336676
google/gemini-3.5-flash,20,1.6137942391528548
qwen/qwen3.5-397b-a17b,19,1.6088829638639006
qwen/qwen3.6-35b-a3b,20,1.9991638135818401
openai/gpt-5.4,20,1.72636346558609
openai/gpt-5.5,20,2.4076992612199195
qwen/qwen3.5-397b-a17b,20,1.6905971333710847
anthropic/claude-opus-4.8,21,2.019470997993254
openai/gpt-5.4-mini,21,1.723352463454891
anthropic/claude-sonnet-4.6,20,2.334237320707779
anthropic/claude-haiku-4.5,21,2.20734628713788
qwen/qwen3.5-9b,20,1.860534377469851
openai/gpt-5.4,21,1.7146300312671017
google/gemini-3.1-flash-lite,21,1.5444795210968603
openai/gpt-5.5,21,2.2071181952450614
google/gemini-3.1-pro-preview,21,1.5444795210968603
google/gemini-3.5-flash,21,1.4305622903362423
qwen/qwen3.6-35b-a3b,21,1.5444795210968603
anthropic/claude-opus-4.8,22,1.9456829298876877
anthropic/claude-haiku-4.5,22,1.5444795210968603
openai/gpt-5.4-mini,22,1.5841707585125298
openai/gpt-5.5,22,2.087522235707364
google/gemini-3.1-pro-preview,22,1.3054616844516953
google/gemini-3.1-flash-lite,22,1.3195454632493369
anthropic/claude-sonnet-4.6,21,2.49483274957876
google/gemini-3.5-flash,22,1.5444795210968603
openai/gpt-5.4,22,1.9147109329757277
qwen/qwen3.6-35b-a3b,22,1.735433771585304
anthropic/claude-sonnet-4.6,22,2.2251594574366473
anthropic/claude-opus-4.8,23,1.9146359379519513
qwen/qwen3.5-9b,22,1.4305622903362423
anthropic/claude-haiku-4.5,23,2.2050521544020056
openai/gpt-5.4-mini,23,1.7820471559051687
qwen/qwen3.5-397b-a17b,22,1.8217383933208384
openai/gpt-5.5,23,2.194516794087146
google/gemini-3.1-pro-preview,23,1.7524236752648439
google/gemini-3.1-flash-lite,23,1.7524236752648439
openai/gpt-5.4,23,1.8452063044737792
google/gemini-3.5-flash,23,1.735433771585304
anthropic/claude-opus-4.8,24,2.0084928710808745
qwen/qwen3.5-9b,23,1.6399566463410822
qwen/qwen3.5-397b-a17b,21,1.5444795210968603
anthropic/claude-haiku-4.5,24,1.8769592944063147
openai/gpt-5.4,24,1.7178595645778807
openai/gpt-5.4-mini,24,1.5444795210968603
qwen/qwen3.6-35b-a3b,23,1.8182773198687407
google/gemini-3.1-pro-preview,24,1.2968441295132072
google/gemini-3.1-flash-lite,24,1.5444795210968603
openai/gpt-5.5,24,2.0023538663663705
qwen/qwen3.5-397b-a17b,23,1.6137942391528548
google/gemini-3.5-flash,24,1.5444795210968603
anthropic/claude-opus-4.8,25,1.9681763356724398
qwen/qwen3.6-35b-a3b,24,1.8047484896412986
qwen/qwen3.5-397b-a17b,24,1.4964159349401391
google/gemini-3.1-pro-preview,25,1.5444795210968603
google/gemini-3.1-flash-lite,25,1.5841707585125298
openai/gpt-5.4-mini,25,1.6831089572088493
google/gemini-3.5-flash,25,1.5841707585125298
openai/gpt-5.4,25,1.9270513594661214
anthropic/claude-sonnet-4.6,24,2.2309731638506722
openai/gpt-5.5,25,2.2852819066541894
qwen/qwen3.6-35b-a3b,25,1.5134058386196787
anthropic/claude-opus-4.8,26,1.8764361710443114
anthropic/claude-haiku-4.5,26,2.137160303738135
anthropic/claude-sonnet-4.6,25,2.5876945980038135
qwen/qwen3.5-397b-a17b,25,1.5444795210968603
openai/gpt-5.5,26,2.1891545226364117
openai/gpt-5.4,26,1.934221683356615
openai/gpt-5.4-mini,26,1.721553220686261
google/gemini-3.1-flash-lite,26,1.5444795210968603
google/gemini-3.1-pro-preview,26,1.4964159349401391
google/gemini-3.5-flash,26,1.735433771585304
qwen/qwen3.6-35b-a3b,26,1.5444795210968603
anthropic/claude-opus-4.8,27,2.0236894843455797
anthropic/claude-sonnet-4.6,26,2.177764262076069
qwen/qwen3.5-9b,26,1.392321254757429
openai/gpt-5.4-mini,27,1.725629621200306
anthropic/claude-haiku-4.5,27,2.003358224429467
google/gemini-3.1-flash-lite,27,1.35778649882815
openai/gpt-5.4,27,1.9993686631817136
google/gemini-3.1-pro-preview,27,1.5841707585125298
openai/gpt-5.5,27,2.23257254246194
google/gemini-3.5-flash,27,1.5545472778722047
qwen/qwen3.6-35b-a3b,27,1.7524236752648439
qwen/qwen3.5-397b-a17b,26,1.5444795210968603
qwen/qwen3.5-9b,27,1.4964159349401391
anthropic/claude-opus-4.8,28,1.9878529856976639
openai/gpt-5.4-mini,28,1.5148560404565352
anthropic/claude-sonnet-4.6,27,2.3169083354213806
google/gemini-3.1-flash-lite,28,1.2798542258336676
openai/gpt-5.5,28,2.087904136543578
google/gemini-3.1-pro-preview,28,1.596804335473315
openai/gpt-5.4,28,1.9338635591712408
qwen/qwen3.5-397b-a17b,27,1.5444795210968603
google/gemini-3.5-flash,28,1.7524236752648439
qwen/qwen3.6-35b-a3b,28,1.8047484896412986
anthropic/claude-opus-4.8,29,2.0844406569256755
anthropic/claude-haiku-4.5,29,2.1106709511695447
openai/gpt-5.4-mini,29,1.5444795210968603
anthropic/claude-sonnet-4.6,28,2.13852032370568
openai/gpt-5.4,29,1.8683718627341828
google/gemini-3.1-flash-lite,29,1.5134058386196787
google/gemini-3.1-pro-preview,29,1.705810290944979
google/gemini-3.5-flash,29,1.7187730919143809
anthropic/claude-sonnet-4.6,29,2.292198418553284
qwen/qwen3.5-397b-a17b,28,1.4150225884935588
anthropic/claude-opus-4.8,30,1.8905790521330286
qwen/qwen3.5-397b-a17b,29,1.6796478837567517
openai/gpt-5.4-mini,30,1.7634723101760814
google/gemini-3.1-flash-lite,30,1.4964159349401391
google/gemini-3.1-pro-preview,30,1.287021578935299
openai/gpt-5.5,29,2.1786381448576915
openai/gpt-5.5,30,2.199219500934498
openai/gpt-5.4,30,1.9451557372526087
qwen/qwen3.5-397b-a17b,30,1.4964159349401391
google/gemini-3.5-flash,30,1.392321254757429
qwen/qwen3.6-35b-a3b,30,1.5444795210968603
anthropic/claude-opus-4.8,31,1.940068336341762
openai/gpt-5.4-mini,31,1.5576137247566642
anthropic/claude-sonnet-4.6,30,2.0220376942500087
google/gemini-3.1-flash-lite,31,1.5444795210968603
google/gemini-3.1-pro-preview,31,1.2798542258336676
openai/gpt-5.5,31,2.1761438246691593
google/gemini-3.5-flash,31,1.6796478837567517
qwen/qwen3.6-35b-a3b,31,1.7650572522256291
openai/gpt-5.4,31,1.8709464751241902
anthropic/claude-opus-4.8,32,1.9478653272795616
anthropic/claude-sonnet-4.6,31,2.154590319413658
openai/gpt-5.4,32,1.9295642915518987
openai/gpt-5.4-mini,32,1.56718085483299
google/gemini-3.1-pro-preview,32,1.596804335473315
google/gemini-3.1-flash-lite,32,1.56718085483299
openai/gpt-5.5,32,1.9982825022464927
google/gemini-3.5-flash,32,1.5841707585125298
qwen/qwen3.6-35b-a3b,32,1.596804335473315
anthropic/claude-opus-4.8,33,2.019447744094406
anthropic/claude-sonnet-4.6,32,2.2440367499175884
openai/gpt-5.4-mini,33,1.5452919480690788
openai/gpt-5.5,33,2.1076513307174287
qwen/qwen3.5-397b-a17b,32,1.6796478837567517
google/gemini-3.1-flash-lite,33,1.4702535277519118
openai/gpt-5.4,33,1.843475041381459
google/gemini-3.1-pro-preview,33,1.3762266043445461
google/gemini-3.5-flash,33,1.8740632076972932
qwen/qwen3.6-35b-a3b,33,1.7127324378491744
anthropic/claude-sonnet-4.6,33,2.254980153254754
anthropic/claude-opus-4.8,34,1.866692401884159
anthropic/claude-haiku-4.5,34,1.786695655199681
openai/gpt-5.4,34,1.8541698375161255
qwen/qwen3.5-397b-a17b,33,1.8479008005090658
openai/gpt-5.4-mini,34,1.6836612260392214
google/gemini-3.1-flash-lite,34,1.4702535277519118
openai/gpt-5.5,34,2.011560585293202
google/gemini-3.1-pro-preview,34,1.2056282324887189
google/gemini-3.5-flash,34,1.3350851650920204
anthropic/claude-sonnet-4.6,34,2.083712121323493
qwen/qwen3.5-397b-a17b,31,1.4964159349401391
anthropic/claude-opus-4.8,35,2.1145632501263862
qwen/qwen3.6-35b-a3b,34,1.7524236752648439
qwen/qwen3.5-397b-a17b,34,1.2353468116280648
openai/gpt-5.4-mini,35,1.7733359937275814
google/gemini-3.1-pro-preview,35,1.3195454632493369
google/gemini-3.1-flash-lite,35,1.3762266043445461
openai/gpt-5.4,35,1.868904046471075
openai/gpt-5.5,35,2.291213949498961
google/gemini-3.5-flash,35,1.5444795210968603
anthropic/claude-sonnet-4.6,35,2.353782817077522
qwen/qwen3.6-35b-a3b,35,1.7127324378491744
anthropic/claude-opus-4.8,36,2.183352494035147
anthropic/claude-haiku-4.5,36,1.6359295436309444
openai/gpt-5.4-mini,36,1.7154191841948587
google/gemini-3.1-flash-lite,36,1.5047882836811908
openai/gpt-5.4,36,1.9479675019103235
google/gemini-3.1-pro-preview,36,1.2798542258336676
google/gemini-3.5-flash,36,1.4702535277519118
openai/gpt-5.5,36,2.0824271055706065
qwen/qwen3.6-35b-a3b,36,1.5444795210968603
qwen/qwen3.5-397b-a17b,35,1.7921149126805132
anthropic/claude-opus-4.8,37,2.015329644227917
openai/gpt-5.4-mini,37,1.6852699233314143
qwen/qwen3.5-397b-a17b,36,1.5047882836811908
openai/gpt-5.5,37,2.290132377710228
google/gemini-3.1-flash-lite,37,1.5444795210968603
google/gemini-3.1-pro-preview,37,1.3054616844516953
google/gemini-3.5-flash,37,1.7921149126805132
qwen/qwen3.5-397b-a17b,37,1.6796478837567517
qwen/qwen3.6-35b-a3b,37,1.735433771585304
openai/gpt-5.4,37,1.9557328340835767
anthropic/claude-sonnet-4.6,37,2.193362394487726
anthropic/claude-opus-4.8,38,1.8073055964701346
qwen/qwen3.5-9b,36,1.4886936332683078
google/gemini-3.1-pro-preview,38,1.2750380490437343
google/gemini-3.1-flash-lite,38,1.4702535277519118
openai/gpt-5.4-mini,38,1.6695801269814072
google/gemini-3.5-flash,38,1.5430293192600038
openai/gpt-5.5,38,2.057292476774078
qwen/qwen3.6-35b-a3b,38,1.5841707585125298
anthropic/claude-opus-4.8,39,2.066813035597832
anthropic/claude-sonnet-4.6,38,2.3184489488955706
openai/gpt-5.4-mini,39,1.5590986102804198
openai/gpt-5.4,38,1.830910896829526
qwen/qwen3.5-397b-a17b,38,1.5444795210968603
openai/gpt-5.5,39,2.311933825368981
google/gemini-3.1-flash-lite,39,1.5444795210968603
google/gemini-3.1-pro-preview,39,1.3535252706084164
openai/gpt-5.4,39,1.9805095581039347
google/gemini-3.5-flash,39,1.6796478837567517
qwen/qwen3.5-397b-a17b,39,1.6796478837567517
anthropic/claude-opus-4.8,40,1.8744515987139616
qwen/qwen3.6-35b-a3b,39,1.8479008005090658
anthropic/claude-sonnet-4.6,39,2.561475685592418
openai/gpt-5.4-mini,40,1.4589015963513783
google/gemini-3.1-flash-lite,40,1.2798542258336676
google/gemini-3.1-pro-preview,40,1.4406300471115867
openai/gpt-5.5,40,1.9754333703050333
google/gemini-3.5-flash,40,1.3705151742879562
qwen/qwen3.6-35b-a3b,40,1.6796478837567517
openai/gpt-5.4,40,1.9475121941960007
anthropic/claude-sonnet-4.6,40,2.125669656691955
anthropic/claude-opus-4.8,41,1.8976315841840325
anthropic/claude-haiku-4.5,41,1.9959267383139343
qwen/qwen3.5-397b-a17b,40,1.816989023792713
openai/gpt-5.5,41,2.0069332379068805
openai/gpt-5.4,41,2.0595932870300175
openai/gpt-5.4-mini,41,1.7092713643970767
google/gemini-3.1-flash-lite,41,1.4708084763221114
google/gemini-3.1-pro-preview,41,1.5134058386196787
google/gemini-3.5-flash,41,1.8740632076972932
qwen/qwen3.6-35b-a3b,41,1.8479008005090658
qwen/qwen3.5-9b,41,1.5841707585125298
qwen/qwen3.5-397b-a17b,41,1.7339835697484478
qwen/qwen3.5-9b,40,1.5217781873607306
anthropic/claude-sonnet-4.6,41,2.2765929442545834
anthropic/claude-opus-4.8,42,1.9419412750547842
openai/gpt-5.4-mini,42,1.692281460717537
google/gemini-3.1-pro-preview,42,1.2798542258336676
anthropic/claude-haiku-4.5,42,1.7980026401791613
google/gemini-3.1-flash-lite,42,1.3350851650920204
openai/gpt-5.4,42,2.0006554086952546
openai/gpt-5.5,42,2.2207272081285856
google/gemini-3.5-flash,42,1.4923888322300014
qwen/qwen3.5-9b,42,1.392321254757429
qwen/qwen3.5-397b-a17b,42,1.458174899361326
anthropic/claude-opus-4.8,43,1.9822673711764573
openai/gpt-5.4-mini,43,1.7048723770738965
anthropic/claude-haiku-4.5,43,1.8325809810822815
anthropic/claude-sonnet-4.6,42,2.103916362595472
openai/gpt-5.4,43,1.7911667941929046
google/gemini-3.1-pro-preview,43,1.4964159349401391
openai/gpt-5.5,43,1.9642902442160253
google/gemini-3.1-flash-lite,43,1.5545472778722047
google/gemini-3.5-flash,43,1.56718085483299
qwen/qwen3.6-35b-a3b,43,1.7854879558704322
qwen/qwen3.6-35b-a3b,42,1.713150850405526
anthropic/claude-opus-4.8,44,1.9536863755806304
anthropic/claude-sonnet-4.6,43,2.3911509975156577
openai/gpt-5.4-mini,44,1.755650028497446
qwen/qwen3.5-397b-a17b,43,1.7228001946245186
openai/gpt-5.4,44,1.6936869773862366
google/gemini-3.1-pro-preview,44,1.5444795210968603
google/gemini-3.1-flash-lite,44,1.5545472778722047
anthropic/claude-haiku-4.5,44,1.9871896483052904
google/gemini-3.5-flash,44,1.3762266043445461
openai/gpt-5.5,44,2.0445580358678175
qwen/qwen3.6-35b-a3b,44,1.5444795210968603
anthropic/claude-opus-4.8,45,1.9984412794129898
qwen/qwen3.5-397b-a17b,44,1.6399566463410822
anthropic/claude-haiku-4.5,45,1.7426371437735926
anthropic/claude-sonnet-4.6,44,2.4184377705582456
openai/gpt-5.4-mini,45,1.6385064445042257
google/gemini-3.1-flash-lite,45,1.6399566463410822
google/gemini-3.1-pro-preview,45,1.2798542258336676
openai/gpt-5.5,45,2.1863779233760137
google/gemini-3.5-flash,45,1.5113949670044375
openai/gpt-5.4,45,1.7763858324817416
anthropic/claude-opus-4.8,46,2.010689319949451
qwen/qwen3.5-397b-a17b,45,1.5430293192600038
anthropic/claude-sonnet-4.6,45,2.274686535753378
qwen/qwen3.6-35b-a3b,45,1.5841707585125298
openai/gpt-5.4-mini,46,1.692281460717537
openai/gpt-5.4,46,1.7311420288426607
google/gemini-3.1-flash-lite,46,1.2798542258336676
google/gemini-3.1-pro-preview,46,1.4305622903362423
qwen/qwen3.6-35b-a3b,46,1.735433771585304
google/gemini-3.5-flash,46,1.7228001946245186
openai/gpt-5.5,46,2.128863954948338
anthropic/claude-opus-4.8,47,2.0136115000749975
anthropic/claude-sonnet-4.6,46,2.1270446270862284
qwen/qwen3.5-397b-a17b,46,1.5444795210968603
openai/gpt-5.4-mini,47,1.5498010490349845
google/gemini-3.1-pro-preview,47,1.366158847569202
openai/gpt-5.4,47,1.9232232829574016
google/gemini-3.1-flash-lite,47,1.735433771585304
google/gemini-3.5-flash,47,1.5108289377463975
openai/gpt-5.5,47,2.234661840130048
qwen/qwen3.5-397b-a17b,47,1.6781976819198952
