dataset,case_id,model_family,model,features_found,total_features,coverage
conversations,26,anthropic,anthropic/claude-sonnet-4.6,9,16,0.5625
conversations,26,qwen,qwen/qwen3.5-9b,5,16,0.3125
conversations,26,qwen,qwen/qwen3.5-397b-a17b,5,16,0.3125
conversations,26,gold,gold,8,16,0.5
conversations,29,anthropic,anthropic/claude-opus-4.8,8,17,0.47058823529411764
conversations,29,anthropic,anthropic/claude-haiku-4.5,9,17,0.5294117647058824
conversations,29,openai,openai/gpt-5.4-mini,5,17,0.29411764705882354
conversations,29,openai,openai/gpt-5.4,7,17,0.4117647058823529
conversations,29,google,google/gemini-3.1-flash-lite,4,17,0.23529411764705882
conversations,29,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
conversations,29,google,google/gemini-3.5-flash,6,17,0.35294117647058826
conversations,29,anthropic,anthropic/claude-sonnet-4.6,11,17,0.6470588235294118
conversations,29,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
conversations,29,openai,openai/gpt-5.5,9,17,0.5294117647058824
conversations,29,qwen,qwen/qwen3.6-35b-a3b,7,17,0.4117647058823529
conversations,25,anthropic,anthropic/claude-opus-4.8,8,24,0.3333333333333333
conversations,25,google,google/gemini-3.1-pro-preview,5,24,0.20833333333333334
conversations,25,google,google/gemini-3.1-flash-lite,5,24,0.20833333333333334
conversations,25,openai,openai/gpt-5.4-mini,6,24,0.25
conversations,25,google,google/gemini-3.5-flash,5,24,0.20833333333333334
conversations,25,openai,openai/gpt-5.4,8,24,0.3333333333333333
conversations,25,openai,openai/gpt-5.5,11,24,0.4583333333333333
conversations,25,qwen,qwen/qwen3.6-35b-a3b,5,24,0.20833333333333334
conversations,25,anthropic,anthropic/claude-sonnet-4.6,14,24,0.5833333333333334
conversations,25,qwen,qwen/qwen3.5-397b-a17b,5,24,0.20833333333333334
conversations,25,anthropic,anthropic/claude-haiku-4.5,12,24,0.5
conversations,25,qwen,qwen/qwen3.5-9b,7,24,0.2916666666666667
conversations,25,gold,gold,10,24,0.4166666666666667
conversations,27,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
conversations,27,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
conversations,27,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
conversations,27,google,google/gemini-3.1-flash-lite,2,14,0.14285714285714285
conversations,27,openai,openai/gpt-5.4,7,14,0.5
conversations,27,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
conversations,27,openai,openai/gpt-5.5,7,14,0.5
conversations,27,google,google/gemini-3.5-flash,4,14,0.2857142857142857
conversations,27,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
conversations,27,qwen,qwen/qwen3.5-9b,4,14,0.2857142857142857
conversations,27,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
conversations,27,qwen,qwen/qwen3.5-397b-a17b,5,14,0.35714285714285715
conversations,27,gold,gold,8,14,0.5714285714285714
conversations,31,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,31,openai,openai/gpt-5.4-mini,5,16,0.3125
conversations,31,google,google/gemini-3.1-flash-lite,5,16,0.3125
conversations,31,google,google/gemini-3.1-pro-preview,4,16,0.25
conversations,31,openai,openai/gpt-5.5,10,16,0.625
conversations,31,google,google/gemini-3.5-flash,6,16,0.375
conversations,31,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
conversations,31,openai,openai/gpt-5.4,7,16,0.4375
conversations,31,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
conversations,31,qwen,qwen/qwen3.5-397b-a17b,5,16,0.3125
conversations,31,anthropic,anthropic/claude-haiku-4.5,6,16,0.375
conversations,31,gold,gold,10,16,0.625
conversations,38,anthropic,anthropic/claude-opus-4.8,7,18,0.3888888888888889
conversations,38,google,google/gemini-3.1-pro-preview,4,18,0.2222222222222222
conversations,38,google,google/gemini-3.1-flash-lite,5,18,0.2777777777777778
conversations,38,openai,openai/gpt-5.4-mini,6,18,0.3333333333333333
conversations,38,google,google/gemini-3.5-flash,4,18,0.2222222222222222
conversations,38,openai,openai/gpt-5.5,9,18,0.5
conversations,38,qwen,qwen/qwen3.6-35b-a3b,4,18,0.2222222222222222
conversations,38,anthropic,anthropic/claude-sonnet-4.6,12,18,0.6666666666666666
conversations,38,openai,openai/gpt-5.4,7,18,0.3888888888888889
conversations,38,qwen,qwen/qwen3.5-397b-a17b,5,18,0.2777777777777778
conversations,38,anthropic,anthropic/claude-haiku-4.5,7,18,0.3888888888888889
conversations,38,gold,gold,8,18,0.4444444444444444
conversations,39,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
conversations,39,openai,openai/gpt-5.4-mini,5,19,0.2631578947368421
conversations,39,openai,openai/gpt-5.5,11,19,0.5789473684210527
conversations,39,google,google/gemini-3.1-flash-lite,5,19,0.2631578947368421
conversations,39,google,google/gemini-3.1-pro-preview,4,19,0.21052631578947367
conversations,39,openai,openai/gpt-5.4,8,19,0.42105263157894735
conversations,39,google,google/gemini-3.5-flash,6,19,0.3157894736842105
conversations,39,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
conversations,39,qwen,qwen/qwen3.6-35b-a3b,7,19,0.3684210526315789
conversations,39,anthropic,anthropic/claude-sonnet-4.6,14,19,0.7368421052631579
conversations,39,gold,gold,9,19,0.47368421052631576
conversations,40,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,40,openai,openai/gpt-5.4-mini,5,16,0.3125
conversations,40,google,google/gemini-3.1-flash-lite,4,16,0.25
conversations,40,google,google/gemini-3.1-pro-preview,5,16,0.3125
conversations,40,openai,openai/gpt-5.5,8,16,0.5
conversations,40,google,google/gemini-3.5-flash,5,16,0.3125
conversations,40,qwen,qwen/qwen3.6-35b-a3b,6,16,0.375
conversations,40,openai,openai/gpt-5.4,8,16,0.5
conversations,40,anthropic,anthropic/claude-sonnet-4.6,10,16,0.625
conversations,40,qwen,qwen/qwen3.5-397b-a17b,8,16,0.5
conversations,40,qwen,qwen/qwen3.5-9b,5,16,0.3125
conversations,40,anthropic,anthropic/claude-haiku-4.5,7,16,0.4375
conversations,40,gold,gold,9,16,0.5625
conversations,32,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
conversations,32,openai,openai/gpt-5.4,8,14,0.5714285714285714
conversations,32,openai,openai/gpt-5.4-mini,5,14,0.35714285714285715
conversations,32,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
conversations,32,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,32,openai,openai/gpt-5.5,7,14,0.5
conversations,32,google,google/gemini-3.5-flash,5,14,0.35714285714285715
conversations,32,qwen,qwen/qwen3.6-35b-a3b,3,14,0.21428571428571427
conversations,32,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
conversations,32,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
conversations,32,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
conversations,32,gold,gold,10,14,0.7142857142857143
conversations,34,anthropic,anthropic/claude-opus-4.8,7,14,0.5
conversations,34,anthropic,anthropic/claude-haiku-4.5,7,14,0.5
conversations,34,openai,openai/gpt-5.4,7,14,0.5
conversations,34,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
conversations,34,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,34,openai,openai/gpt-5.5,8,14,0.5714285714285714
conversations,34,google,google/gemini-3.1-pro-preview,4,14,0.2857142857142857
conversations,34,google,google/gemini-3.5-flash,4,14,0.2857142857142857
conversations,34,anthropic,anthropic/claude-sonnet-4.6,10,14,0.7142857142857143
conversations,34,qwen,qwen/qwen3.6-35b-a3b,6,14,0.42857142857142855
conversations,34,qwen,qwen/qwen3.5-397b-a17b,4,14,0.2857142857142857
conversations,34,qwen,qwen/qwen3.5-9b,3,14,0.21428571428571427
conversations,34,gold,gold,5,14,0.35714285714285715
conversations,33,anthropic,anthropic/claude-opus-4.8,8,20,0.4
conversations,33,openai,openai/gpt-5.4-mini,5,20,0.25
conversations,33,openai,openai/gpt-5.5,8,20,0.4
conversations,33,google,google/gemini-3.1-flash-lite,4,20,0.2
conversations,33,openai,openai/gpt-5.4,7,20,0.35
conversations,33,google,google/gemini-3.1-pro-preview,4,20,0.2
conversations,33,google,google/gemini-3.5-flash,7,20,0.35
conversations,33,qwen,qwen/qwen3.6-35b-a3b,6,20,0.3
conversations,33,anthropic,anthropic/claude-sonnet-4.6,11,20,0.55
conversations,33,qwen,qwen/qwen3.5-397b-a17b,7,20,0.35
conversations,33,gold,gold,12,20,0.6
conversations,36,anthropic,anthropic/claude-opus-4.8,10,20,0.5
conversations,36,anthropic,anthropic/claude-haiku-4.5,6,20,0.3
conversations,36,openai,openai/gpt-5.4-mini,6,20,0.3
conversations,36,google,google/gemini-3.1-flash-lite,4,20,0.2
conversations,36,openai,openai/gpt-5.4,6,20,0.3
conversations,36,google,google/gemini-3.1-pro-preview,4,20,0.2
conversations,36,google,google/gemini-3.5-flash,5,20,0.25
conversations,36,openai,openai/gpt-5.5,9,20,0.45
conversations,36,qwen,qwen/qwen3.6-35b-a3b,5,20,0.25
conversations,36,qwen,qwen/qwen3.5-397b-a17b,4,20,0.2
conversations,36,qwen,qwen/qwen3.5-9b,4,20,0.2
conversations,36,anthropic,anthropic/claude-sonnet-4.6,10,20,0.5
conversations,36,gold,gold,12,20,0.6
conversations,35,anthropic,anthropic/claude-opus-4.8,9,19,0.47368421052631576
conversations,35,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
conversations,35,google,google/gemini-3.1-pro-preview,4,19,0.21052631578947367
conversations,35,google,google/gemini-3.1-flash-lite,4,19,0.21052631578947367
conversations,35,openai,openai/gpt-5.4,7,19,0.3684210526315789
conversations,35,openai,openai/gpt-5.5,11,19,0.5789473684210527
conversations,35,google,google/gemini-3.5-flash,5,19,0.2631578947368421
conversations,35,anthropic,anthropic/claude-sonnet-4.6,11,19,0.5789473684210527
conversations,35,qwen,qwen/qwen3.6-35b-a3b,5,19,0.2631578947368421
conversations,35,qwen,qwen/qwen3.5-397b-a17b,7,19,0.3684210526315789
conversations,35,anthropic,anthropic/claude-haiku-4.5,9,19,0.47368421052631576
conversations,35,gold,gold,9,19,0.47368421052631576
conversations,42,anthropic,anthropic/claude-opus-4.8,8,13,0.6153846153846154
conversations,42,openai,openai/gpt-5.4-mini,6,13,0.46153846153846156
conversations,42,google,google/gemini-3.1-pro-preview,4,13,0.3076923076923077
conversations,42,anthropic,anthropic/claude-haiku-4.5,7,13,0.5384615384615384
conversations,42,google,google/gemini-3.1-flash-lite,3,13,0.23076923076923078
conversations,42,openai,openai/gpt-5.4,8,13,0.6153846153846154
conversations,42,openai,openai/gpt-5.5,10,13,0.7692307692307693
conversations,42,google,google/gemini-3.5-flash,5,13,0.38461538461538464
conversations,42,qwen,qwen/qwen3.5-9b,5,13,0.38461538461538464
conversations,42,qwen,qwen/qwen3.5-397b-a17b,5,13,0.38461538461538464
conversations,42,anthropic,anthropic/claude-sonnet-4.6,10,13,0.7692307692307693
conversations,42,qwen,qwen/qwen3.6-35b-a3b,6,13,0.46153846153846156
conversations,42,gold,gold,9,13,0.6923076923076923
conversations,37,anthropic,anthropic/claude-opus-4.8,8,19,0.42105263157894735
conversations,37,openai,openai/gpt-5.4-mini,6,19,0.3157894736842105
conversations,37,openai,openai/gpt-5.5,11,19,0.5789473684210527
conversations,37,google,google/gemini-3.1-flash-lite,4,19,0.21052631578947367
conversations,37,google,google/gemini-3.1-pro-preview,4,19,0.21052631578947367
conversations,37,google,google/gemini-3.5-flash,6,19,0.3157894736842105
conversations,37,qwen,qwen/qwen3.5-397b-a17b,6,19,0.3157894736842105
conversations,37,qwen,qwen/qwen3.6-35b-a3b,4,19,0.21052631578947367
conversations,37,openai,openai/gpt-5.4,8,19,0.42105263157894735
conversations,37,anthropic,anthropic/claude-sonnet-4.6,10,19,0.5263157894736842
conversations,37,anthropic,anthropic/claude-haiku-4.5,6,19,0.3157894736842105
conversations,37,gold,gold,10,19,0.5263157894736842
conversations,44,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
conversations,44,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
conversations,44,openai,openai/gpt-5.4,6,17,0.35294117647058826
conversations,44,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
conversations,44,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
conversations,44,anthropic,anthropic/claude-haiku-4.5,8,17,0.47058823529411764
conversations,44,google,google/gemini-3.5-flash,4,17,0.23529411764705882
conversations,44,openai,openai/gpt-5.5,9,17,0.5294117647058824
conversations,44,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
conversations,44,qwen,qwen/qwen3.5-397b-a17b,6,17,0.35294117647058826
conversations,44,anthropic,anthropic/claude-sonnet-4.6,12,17,0.7058823529411765
conversations,44,gold,gold,5,17,0.29411764705882354
conversations,45,anthropic,anthropic/claude-opus-4.8,8,16,0.5
conversations,45,anthropic,anthropic/claude-haiku-4.5,7,16,0.4375
conversations,45,openai,openai/gpt-5.4-mini,7,16,0.4375
conversations,45,google,google/gemini-3.1-flash-lite,5,16,0.3125
conversations,45,google,google/gemini-3.1-pro-preview,3,16,0.1875
conversations,45,openai,openai/gpt-5.5,10,16,0.625
conversations,45,google,google/gemini-3.5-flash,5,16,0.3125
conversations,45,openai,openai/gpt-5.4,7,16,0.4375
conversations,45,qwen,qwen/qwen3.5-397b-a17b,5,16,0.3125
conversations,45,anthropic,anthropic/claude-sonnet-4.6,12,16,0.75
conversations,45,qwen,qwen/qwen3.6-35b-a3b,5,16,0.3125
conversations,45,gold,gold,11,16,0.6875
conversations,43,anthropic,anthropic/claude-opus-4.8,8,13,0.6153846153846154
conversations,43,openai,openai/gpt-5.4-mini,6,13,0.46153846153846156
conversations,43,anthropic,anthropic/claude-haiku-4.5,8,13,0.6153846153846154
conversations,43,openai,openai/gpt-5.4,6,13,0.46153846153846156
conversations,43,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
conversations,43,openai,openai/gpt-5.5,8,13,0.6153846153846154
conversations,43,google,google/gemini-3.1-flash-lite,4,13,0.3076923076923077
conversations,43,google,google/gemini-3.5-flash,4,13,0.3076923076923077
conversations,43,qwen,qwen/qwen3.6-35b-a3b,5,13,0.38461538461538464
conversations,43,anthropic,anthropic/claude-sonnet-4.6,8,13,0.6153846153846154
conversations,43,qwen,qwen/qwen3.5-397b-a17b,6,13,0.46153846153846156
conversations,43,qwen,qwen/qwen3.5-9b,5,13,0.38461538461538464
conversations,43,gold,gold,7,13,0.5384615384615384
conversations,41,anthropic,anthropic/claude-opus-4.8,7,14,0.5
conversations,41,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
conversations,41,openai,openai/gpt-5.5,7,14,0.5
conversations,41,openai,openai/gpt-5.4,8,14,0.5714285714285714
conversations,41,openai,openai/gpt-5.4-mini,6,14,0.42857142857142855
conversations,41,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,41,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
conversations,41,google,google/gemini-3.5-flash,7,14,0.5
conversations,41,qwen,qwen/qwen3.6-35b-a3b,7,14,0.5
conversations,41,qwen,qwen/qwen3.5-9b,6,14,0.42857142857142855
conversations,41,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
conversations,41,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
conversations,41,gold,gold,9,14,0.6428571428571429
redflags,1,anthropic,anthropic/claude-opus-4.8,9,13,0.6923076923076923
redflags,1,anthropic,anthropic/claude-haiku-4.5,6,13,0.46153846153846156
redflags,1,openai,openai/gpt-5.4-mini,7,13,0.5384615384615384
redflags,1,openai,openai/gpt-5.5,7,13,0.5384615384615384
redflags,1,google,google/gemini-3.1-flash-lite,5,13,0.38461538461538464
redflags,1,openai,openai/gpt-5.4,7,13,0.5384615384615384
redflags,1,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
redflags,1,google,google/gemini-3.5-flash,6,13,0.46153846153846156
redflags,1,anthropic,anthropic/claude-sonnet-4.6,11,13,0.8461538461538461
redflags,1,qwen,qwen/qwen3.6-35b-a3b,3,13,0.23076923076923078
redflags,1,qwen,qwen/qwen3.5-397b-a17b,5,13,0.38461538461538464
redflags,1,qwen,qwen/qwen3.5-9b,4,13,0.3076923076923077
redflags,1,gold,gold,5,13,0.38461538461538464
conversations,47,anthropic,anthropic/claude-opus-4.8,8,12,0.6666666666666666
conversations,47,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
conversations,47,google,google/gemini-3.1-pro-preview,4,12,0.3333333333333333
conversations,47,openai,openai/gpt-5.4,7,12,0.5833333333333334
conversations,47,google,google/gemini-3.1-flash-lite,6,12,0.5
conversations,47,google,google/gemini-3.5-flash,5,12,0.4166666666666667
conversations,47,openai,openai/gpt-5.5,9,12,0.75
conversations,47,qwen,qwen/qwen3.5-397b-a17b,6,12,0.5
conversations,47,qwen,qwen/qwen3.6-35b-a3b,5,12,0.4166666666666667
conversations,47,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
conversations,47,anthropic,anthropic/claude-haiku-4.5,9,12,0.75
conversations,47,qwen,qwen/qwen3.5-9b,4,12,0.3333333333333333
conversations,47,gold,gold,10,12,0.8333333333333334
conversations,46,anthropic,anthropic/claude-opus-4.8,8,20,0.4
conversations,46,openai,openai/gpt-5.4-mini,6,20,0.3
conversations,46,openai,openai/gpt-5.4,6,20,0.3
conversations,46,google,google/gemini-3.1-flash-lite,4,20,0.2
conversations,46,google,google/gemini-3.1-pro-preview,5,20,0.25
conversations,46,qwen,qwen/qwen3.6-35b-a3b,6,20,0.3
conversations,46,google,google/gemini-3.5-flash,6,20,0.3
conversations,46,openai,openai/gpt-5.5,10,20,0.5
conversations,46,anthropic,anthropic/claude-sonnet-4.6,10,20,0.5
conversations,46,qwen,qwen/qwen3.5-397b-a17b,5,20,0.25
conversations,46,qwen,qwen/qwen3.5-9b,6,20,0.3
conversations,46,gold,gold,11,20,0.55
redflags,5,anthropic,anthropic/claude-opus-4.8,7,12,0.5833333333333334
redflags,5,anthropic,anthropic/claude-haiku-4.5,5,12,0.4166666666666667
redflags,5,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
redflags,5,google,google/gemini-3.1-flash-lite,5,12,0.4166666666666667
redflags,5,openai,openai/gpt-5.4,8,12,0.6666666666666666
redflags,5,openai,openai/gpt-5.5,7,12,0.5833333333333334
redflags,5,google,google/gemini-3.1-pro-preview,5,12,0.4166666666666667
redflags,5,google,google/gemini-3.5-flash,5,12,0.4166666666666667
redflags,5,anthropic,anthropic/claude-sonnet-4.6,9,12,0.75
redflags,5,qwen,qwen/qwen3.6-35b-a3b,7,12,0.5833333333333334
redflags,5,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
redflags,5,qwen,qwen/qwen3.5-9b,5,12,0.4166666666666667
conversations,49,anthropic,anthropic/claude-opus-4.8,7,14,0.5
conversations,49,openai,openai/gpt-5.4-mini,5,14,0.35714285714285715
conversations,49,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
conversations,49,google,google/gemini-3.1-pro-preview,4,14,0.2857142857142857
conversations,49,openai,openai/gpt-5.4,7,14,0.5
conversations,49,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
conversations,49,google,google/gemini-3.5-flash,5,14,0.35714285714285715
conversations,49,openai,openai/gpt-5.5,10,14,0.7142857142857143
conversations,49,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
conversations,49,qwen,qwen/qwen3.5-397b-a17b,4,14,0.2857142857142857
conversations,49,qwen,qwen/qwen3.5-9b,5,14,0.35714285714285715
conversations,49,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
conversations,49,gold,gold,6,14,0.42857142857142855
conversations,48,anthropic,anthropic/claude-haiku-4.5,7,17,0.4117647058823529
conversations,48,anthropic,anthropic/claude-opus-4.8,9,17,0.5294117647058824
conversations,48,openai,openai/gpt-5.4-mini,6,17,0.35294117647058826
conversations,48,google,google/gemini-3.1-flash-lite,5,17,0.29411764705882354
conversations,48,google,google/gemini-3.1-pro-preview,5,17,0.29411764705882354
conversations,48,openai,openai/gpt-5.4,8,17,0.47058823529411764
conversations,48,google,google/gemini-3.5-flash,5,17,0.29411764705882354
conversations,48,openai,openai/gpt-5.5,10,17,0.5882352941176471
conversations,48,qwen,qwen/qwen3.5-9b,5,17,0.29411764705882354
conversations,48,anthropic,anthropic/claude-sonnet-4.6,10,17,0.5882352941176471
conversations,48,qwen,qwen/qwen3.5-397b-a17b,5,17,0.29411764705882354
conversations,48,qwen,qwen/qwen3.6-35b-a3b,5,17,0.29411764705882354
conversations,48,gold,gold,8,17,0.47058823529411764
conversations,50,anthropic,anthropic/claude-opus-4.8,8,15,0.5333333333333333
conversations,50,openai,openai/gpt-5.4-mini,6,15,0.4
conversations,50,openai,openai/gpt-5.5,11,15,0.7333333333333333
conversations,50,openai,openai/gpt-5.4,7,15,0.4666666666666667
conversations,50,google,google/gemini-3.1-flash-lite,6,15,0.4
conversations,50,google,google/gemini-3.1-pro-preview,4,15,0.26666666666666666
conversations,50,google,google/gemini-3.5-flash,6,15,0.4
conversations,50,qwen,qwen/qwen3.6-35b-a3b,6,15,0.4
conversations,50,qwen,qwen/qwen3.5-9b,5,15,0.3333333333333333
conversations,50,anthropic,anthropic/claude-sonnet-4.6,9,15,0.6
conversations,50,qwen,qwen/qwen3.5-397b-a17b,6,15,0.4
conversations,50,gold,gold,9,15,0.6
redflags,3,anthropic,anthropic/claude-opus-4.8,9,13,0.6923076923076923
redflags,3,openai,openai/gpt-5.4-mini,5,13,0.38461538461538464
redflags,3,openai,openai/gpt-5.4,7,13,0.5384615384615384
redflags,3,google,google/gemini-3.1-flash-lite,5,13,0.38461538461538464
redflags,3,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
redflags,3,openai,openai/gpt-5.5,9,13,0.6923076923076923
redflags,3,anthropic,anthropic/claude-haiku-4.5,9,13,0.6923076923076923
redflags,3,google,google/gemini-3.5-flash,5,13,0.38461538461538464
redflags,3,anthropic,anthropic/claude-sonnet-4.6,10,13,0.7692307692307693
redflags,3,qwen,qwen/qwen3.6-35b-a3b,5,13,0.38461538461538464
redflags,3,qwen,qwen/qwen3.5-9b,5,13,0.38461538461538464
redflags,3,qwen,qwen/qwen3.5-397b-a17b,5,13,0.38461538461538464
redflags,3,gold,gold,6,13,0.46153846153846156
redflags,2,openai,openai/gpt-5.4,6,11,0.5454545454545454
redflags,2,anthropic,anthropic/claude-opus-4.8,7,11,0.6363636363636364
redflags,2,openai,openai/gpt-5.4-mini,4,11,0.36363636363636365
redflags,2,google,google/gemini-3.1-flash-lite,4,11,0.36363636363636365
redflags,2,openai,openai/gpt-5.5,8,11,0.7272727272727273
redflags,2,google,google/gemini-3.1-pro-preview,5,11,0.45454545454545453
redflags,2,anthropic,anthropic/claude-sonnet-4.6,8,11,0.7272727272727273
redflags,2,google,google/gemini-3.5-flash,4,11,0.36363636363636365
redflags,2,qwen,qwen/qwen3.6-35b-a3b,3,11,0.2727272727272727
redflags,2,qwen,qwen/qwen3.5-9b,4,11,0.36363636363636365
redflags,2,qwen,qwen/qwen3.5-397b-a17b,6,11,0.5454545454545454
redflags,2,gold,gold,6,11,0.5454545454545454
redflags,4,anthropic,anthropic/claude-haiku-4.5,7,9,0.7777777777777778
redflags,4,openai,openai/gpt-5.4,7,9,0.7777777777777778
redflags,4,anthropic,anthropic/claude-opus-4.8,6,9,0.6666666666666666
redflags,4,openai,openai/gpt-5.5,7,9,0.7777777777777778
redflags,4,google,google/gemini-3.1-flash-lite,4,9,0.4444444444444444
redflags,4,openai,openai/gpt-5.4-mini,4,9,0.4444444444444444
redflags,4,google,google/gemini-3.1-pro-preview,4,9,0.4444444444444444
redflags,4,google,google/gemini-3.5-flash,2,9,0.2222222222222222
redflags,4,anthropic,anthropic/claude-sonnet-4.6,8,9,0.8888888888888888
redflags,4,qwen,qwen/qwen3.6-35b-a3b,4,9,0.4444444444444444
redflags,4,qwen,qwen/qwen3.5-397b-a17b,6,9,0.6666666666666666
redflags,4,qwen,qwen/qwen3.5-9b,4,9,0.4444444444444444
redflags,4,gold,gold,3,9,0.3333333333333333
redflags,12,anthropic,anthropic/claude-opus-4.8,8,14,0.5714285714285714
redflags,12,openai,openai/gpt-5.4-mini,4,14,0.2857142857142857
redflags,12,openai,openai/gpt-5.5,9,14,0.6428571428571429
redflags,12,openai,openai/gpt-5.4,7,14,0.5
redflags,12,google,google/gemini-3.1-flash-lite,5,14,0.35714285714285715
redflags,12,anthropic,anthropic/claude-haiku-4.5,8,14,0.5714285714285714
redflags,12,google,google/gemini-3.1-pro-preview,5,14,0.35714285714285715
redflags,12,google,google/gemini-3.5-flash,5,14,0.35714285714285715
redflags,12,qwen,qwen/qwen3.6-35b-a3b,5,14,0.35714285714285715
redflags,12,anthropic,anthropic/claude-sonnet-4.6,9,14,0.6428571428571429
redflags,12,qwen,qwen/qwen3.5-9b,7,14,0.5
redflags,12,qwen,qwen/qwen3.5-397b-a17b,6,14,0.42857142857142855
redflags,12,gold,gold,7,14,0.5
redflags,10,anthropic,anthropic/claude-opus-4.8,8,12,0.6666666666666666
redflags,10,openai,openai/gpt-5.5,8,12,0.6666666666666666
redflags,10,anthropic,anthropic/claude-haiku-4.5,5,12,0.4166666666666667
redflags,10,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
redflags,10,google,google/gemini-3.1-flash-lite,5,12,0.4166666666666667
redflags,10,openai,openai/gpt-5.4,9,12,0.75
redflags,10,google,google/gemini-3.1-pro-preview,4,12,0.3333333333333333
redflags,10,anthropic,anthropic/claude-sonnet-4.6,10,12,0.8333333333333334
redflags,10,google,google/gemini-3.5-flash,5,12,0.4166666666666667
redflags,10,qwen,qwen/qwen3.6-35b-a3b,4,12,0.3333333333333333
redflags,10,qwen,qwen/qwen3.5-9b,5,12,0.4166666666666667
redflags,10,qwen,qwen/qwen3.5-397b-a17b,5,12,0.4166666666666667
redflags,10,gold,gold,7,12,0.5833333333333334
redflags,9,anthropic,anthropic/claude-opus-4.8,8,13,0.6153846153846154
redflags,9,anthropic,anthropic/claude-haiku-4.5,6,13,0.46153846153846156
redflags,9,openai,openai/gpt-5.4,7,13,0.5384615384615384
redflags,9,openai,openai/gpt-5.4-mini,5,13,0.38461538461538464
redflags,9,anthropic,anthropic/claude-sonnet-4.6,8,13,0.6153846153846154
redflags,9,google,google/gemini-3.1-flash-lite,4,13,0.3076923076923077
redflags,9,google,google/gemini-3.1-pro-preview,5,13,0.38461538461538464
redflags,9,openai,openai/gpt-5.5,8,13,0.6153846153846154
redflags,9,qwen,qwen/qwen3.6-35b-a3b,5,13,0.38461538461538464
redflags,9,google,google/gemini-3.5-flash,6,13,0.46153846153846156
redflags,9,qwen,qwen/qwen3.5-397b-a17b,4,13,0.3076923076923077
redflags,9,gold,gold,8,13,0.6153846153846154
redflags,16,anthropic,anthropic/claude-opus-4.8,8,12,0.6666666666666666
redflags,16,openai,openai/gpt-5.4,4,12,0.3333333333333333
redflags,16,openai,openai/gpt-5.4-mini,5,12,0.4166666666666667
redflags,16,openai,openai/gpt-5.5,8,12,0.6666666666666666
redflags,16,anthropic,anthropic/claude-haiku-4.5,7,12,0.5833333333333334
redflags,16,google,google/gemini-3.1-flash-lite,4,12,0.3333333333333333
redflags,16,google,google/gemini-3.1-pro-preview,5,12,0.4166666666666667
redflags,16,google,google/gemini-3.5-flash,4,12,0.3333333333333333
