model,model_family,global_feature,appearances,mean_importance,frequency
google/gemini-3.5-flash,google,Deferring the transaction would have avoided costs and preserved benefits,1,25.0,0.02
google/gemini-3.5-flash,google,Degree/level of leverage relative to account size,2,17.5,0.04
google/gemini-3.5-flash,google,Downside-protection feature incompletely mitigating principal loss,2,15.0,0.04
google/gemini-3.5-flash,google,Elder financial abuse statutory protections,1,10.0,0.02
google/gemini-3.5-flash,google,Existence of a recommendation triggering suitability/best-interest obligations,5,20.0,0.1
google/gemini-3.5-flash,google,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,5,21.0,0.1
google/gemini-3.5-flash,google,Existing holdings creating cumulative concentration/duplication,2,20.0,0.04
google/gemini-3.5-flash,google,Exploitation/undue-influence pattern targeting vulnerable client,1,20.0,0.02
google/gemini-3.5-flash,google,Extreme concentration in a single/few securities,6,26.666666666666668,0.12
google/gemini-3.5-flash,google,Failure to deliver promised advisory/monitoring services justifying fee,3,25.0,0.06
google/gemini-3.5-flash,google,Failure to incorporate current market conditions / reliance on stale data in risk analysis,1,35.0,0.02
google/gemini-3.5-flash,google,Fee burden and proportionality relative to underlying investment expenses,11,13.909090909090908,0.22
google/gemini-3.5-flash,google,Firm product-committee/approved-list approval relative to individualized suitability,1,5.0,0.02
google/gemini-3.5-flash,google,Forfeiture of valuable existing contract benefits/riders,4,15.0,0.08
google/gemini-3.5-flash,google,Frequency/pattern of fund switching indicating excessive trading,9,23.88888888888889,0.18
google/gemini-3.5-flash,google,Front-end sales load reducing invested capital/effective yield,1,15.0,0.02
google/gemini-3.5-flash,google,Functional similarity/equivalence of switched funds,7,23.571428571428573,0.14
google/gemini-3.5-flash,google,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",4,25.0,0.08
google/gemini-3.5-flash,google,Growth/inflation/longevity need considered as counterargument to conservative allocation,3,16.666666666666668,0.06
google/gemini-3.5-flash,google,Holistic financial planning beyond the specific product (estate/healthcare),2,19.0,0.04
google/gemini-3.5-flash,google,Imposition of new surrender restrictions on a contract already free of charges,6,16.666666666666668,0.12
google/gemini-3.5-flash,google,Inaccurate/speculative tax-benefit claim,3,10.0,0.06
google/gemini-3.5-flash,google,Lack of genuine diversification benefit from overlapping products,6,11.666666666666666,0.12
google/gemini-3.5-flash,google,Layered/stacked fee structure creating double-dipping,1,35.0,0.02
google/gemini-3.5-flash,google,Legitimacy/timing of risk-profile update (post-hoc justification),2,12.5,0.04
google/gemini-3.5-flash,google,Legitimate income need justifying higher-yield strategy,2,20.0,0.04
google/gemini-3.5-flash,google,Leveraged/inverse ETPs treated as short-term tactical instruments unsuitable for long-term buy-and-hold,8,21.875,0.16
google/gemini-3.5-flash,google,Liquidity provisions mitigating liquidity concerns,1,5.0,0.02
google/gemini-3.5-flash,google,Loss caused by client's own overriding decision or external/idiosyncratic event,1,10.0,0.02
google/gemini-3.5-flash,google,Low cost/expense ratio of recommended products,1,15.0,0.02
google/gemini-3.5-flash,google,Magnitude and severity of realized client losses/harm,2,15.0,0.04
google/gemini-3.5-flash,google,Magnitude of de-risking/allocation shift,3,20.0,0.06
google/gemini-3.5-flash,google,Magnitude of sales charges/commissions generated,6,16.666666666666668,0.12
google/gemini-3.5-flash,google,Margin interest cost burden relative to income/returns,1,5.0,0.02
google/gemini-3.5-flash,google,Market data contradicting the recommendation's market-outlook thesis,1,10.0,0.02
google/gemini-3.5-flash,google,Misleading characterization of a premium bonus/incentive as free money,1,20.0,0.02
google/gemini-3.5-flash,google,Misleading representation of liquidity/withdrawal provisions,1,15.0,0.02
google/gemini-3.5-flash,google,Misleading/incomplete income comparison methodology,1,20.0,0.02
google/gemini-3.5-flash,google,Misleading/promissory seminar/marketing communications,1,10.0,0.02
google/gemini-3.5-flash,google,Misleading/unbalanced characterization of active vs passive fund performance,2,16.0,0.04
google/gemini-3.5-flash,google,Misrepresentation that a stop-loss/downside-protection mechanism is effective,1,20.0,0.02
google/gemini-3.5-flash,google,Misuse of free-look period to justify premature signing,1,15.0,0.02
google/gemini-3.5-flash,google,No duty to refuse customer-directed orders from sophisticated investors,5,11.6,0.1
google/gemini-3.5-flash,google,No transaction executed / recommendation withdrawn (mitigation),1,5.0,0.02
google/gemini-3.5-flash,google,One-size-fits-all recommendation lacking individualization,3,6.0,0.06
google/gemini-3.5-flash,google,Other income sources/resources reducing client's liquidity need,4,10.75,0.08
google/gemini-3.5-flash,google,Overall net economic detriment / lack of net benefit to client,3,23.333333333333332,0.06
google/gemini-3.5-flash,google,Overall portfolio diversification/asset allocation design,1,20.0,0.02
google/gemini-3.5-flash,google,Overall qualitative assessment of excessive trading/churning,1,25.0,0.02
google/gemini-3.5-flash,google,Partial/limited allocation preserving liquidity/diversification as mitigant,3,13.333333333333334,0.06
google/gemini-3.5-flash,google,Pattern of similar conduct across multiple clients/transactions (systemic),7,17.142857142857142,0.14
google/gemini-3.5-flash,google,Presence/absence of documentation memorializing verbal direction and disclosures,5,18.4,0.1
google/gemini-3.5-flash,google,Product complexity/speculative/leveraged/illiquid characteristics requiring heightened diligence,8,20.625,0.16
google/gemini-3.5-flash,google,Product switch altering risk profile without adequate disclosure,1,15.0,0.02
google/gemini-3.5-flash,google,Product's inherent illiquidity structure (lock-up/redemption restrictions/penalties),1,20.0,0.02
google/gemini-3.5-flash,google,Product's inherent risk characteristics (downside/principal-loss potential),4,18.75,0.08
google/gemini-3.5-flash,google,Product-specific interest-rate/duration risk characteristics,3,21.666666666666668,0.06
google/gemini-3.5-flash,google,Prohibited 'buying/selling the dividend' sales practice,1,15.0,0.02
google/gemini-3.5-flash,google,Promoted product features irrelevant or misaligned with client's actual needs,1,20.0,0.02
google/gemini-3.5-flash,google,"Quantitative excessive-trading/churning metrics (turnover rate, cost-to-equity ratio)",10,26.5,0.2
google/gemini-3.5-flash,google,Recommendation introduces leverage/margin-call risk,4,16.25,0.08
google/gemini-3.5-flash,google,Redundant tax deferral from placing annuity in a tax-advantaged account,14,20.0,0.28
google/gemini-3.5-flash,google,Refusal to accommodate client's request for a smaller/test allocation,1,15.0,0.02
google/gemini-3.5-flash,google,"Regulatory prohibition of high-risk strategies within tax-advantaged accounts (e.g., naked options/margin in IRA)",2,7.5,0.04
google/gemini-3.5-flash,google,Reliance on accounts as primary retirement assets without financial cushion,10,20.0,0.2
google/gemini-3.5-flash,google,Reliance on backtested/hypothetical performance with limited live track record,1,20.0,0.02
google/gemini-3.5-flash,google,Reliance on recent strong performance (recency bias),1,5.0,0.02
google/gemini-3.5-flash,google,Rollover comparison and documentation duties,6,19.166666666666668,0.12
google/gemini-3.5-flash,google,Round-trip/switching pattern evidencing intent/scienter,3,13.333333333333334,0.06
google/gemini-3.5-flash,google,Selling-away / away-from-firm private transaction concerns,1,25.0,0.02
google/gemini-3.5-flash,google,Share-class selection suitability/mismatch,1,20.0,0.02
google/gemini-3.5-flash,google,Short evaluation/holding period limits inference from performance,1,10.0,0.02
google/gemini-3.5-flash,google,Stated hedging rationale contradicted by client's actual exposure,1,25.0,0.02
google/gemini-3.5-flash,google,Stated rationale contradicted by actual portfolio inactivity,1,20.0,0.02
google/gemini-3.5-flash,google,Strategy's failure to generate the income it was intended to produce,1,5.0,0.02
google/gemini-3.5-flash,google,"Suitability judged at time of recommendation, not by hindsight/outcome",10,9.5,0.2
google/gemini-3.5-flash,google,Surrender charges incurred to exit/replace an existing contract,2,17.5,0.04
google/gemini-3.5-flash,google,Surrender period mismatched with client's time horizon/liquidity needs,5,19.0,0.1
google/gemini-3.5-flash,google,Surrender period restricting liquidity,5,13.0,0.1
google/gemini-3.5-flash,google,Surveillance alert generated without documented supervisory follow-up,1,20.0,0.02
google/gemini-3.5-flash,google,Tax-efficiency of account placement for income-producing products,3,23.333333333333332,0.06
google/gemini-3.5-flash,google,Timing/effective date determining which regulatory standard applies,19,15.526315789473685,0.38
google/gemini-3.5-flash,google,Timing/manner of cost/compensation disclosure (delayed/reluctant),1,10.0,0.02
google/gemini-3.5-flash,google,Transparency/disclosure of OTC markups and transaction costs,1,8.0,0.02
google/gemini-3.5-flash,google,Turnover ratio relative to excessive-trading thresholds,4,17.5,0.08
google/gemini-3.5-flash,google,Vague or pretextual rationale for a transaction lacking analytical basis,1,10.0,0.02
google/gemini-3.5-flash,google,Variable-annuity principal review requirement (FINRA 2330),2,7.5,0.04
google/gemini-3.5-flash,google,Whether a hold at client direction in a non-discretionary account constitutes an ongoing recommendation / advisor's inability to force trades,1,35.0,0.02
google/gemini-3.5-flash,google,Whether a hold recommendation without a mitigation plan satisfies the Care Obligation,1,25.0,0.02
google/gemini-3.5-flash,google,Whether adequate disclosure/documentation cures unsuitability,5,12.0,0.1
google/gemini-3.5-flash,google,Whether replacement product delivers superior income based on income-commencement timing,2,17.5,0.04
openai/gpt-5.4,openai,AML/SAR filing obligations,3,6.333333333333333,0.06
openai/gpt-5.4,openai,Abandonment of previously suitable diversified portfolio,5,12.6,0.1
openai/gpt-5.4,openai,Absence of advisor conflicts of interest / self-dealing / compensation incentives,33,9.93939393939394,0.66
openai/gpt-5.4,openai,Absence of advisor discretionary control over the account,4,8.0,0.08
openai/gpt-5.4,openai,Absence of changed circumstances justifying the transaction,1,18.0,0.02
openai/gpt-5.4,openai,Absence of cognitive-impairment diagnosis / physician clearance,1,4.0,0.02
openai/gpt-5.4,openai,"Absence of complex, illiquid, or high-commission products",1,8.0,0.02
openai/gpt-5.4,openai,Absence of demonstrable client benefit from the transaction/replacement,3,15.666666666666666,0.06
openai/gpt-5.4,openai,Absence of documented alternatives analysis,29,9.10344827586207,0.58
openai/gpt-5.4,openai,Absence of documented client authorization or request for the strategy,3,8.333333333333334,0.06
openai/gpt-5.4,openai,Absence of documented cost-benefit/break-even analysis,4,16.5,0.08
openai/gpt-5.4,openai,Absence of documented diversification/risk analysis,1,12.0,0.02
openai/gpt-5.4,openai,Absence of documented suitability analysis / KYC,3,8.0,0.06
openai/gpt-5.4,openai,Absence of due diligence / eligibility verification / supervisory review,2,5.0,0.04
openai/gpt-5.4,openai,Absence of excessive trading / quantitative suitability concerns,6,7.0,0.12
openai/gpt-5.4,openai,Absence of internal firm limits on illiquid/concentrated allocations,4,16.5,0.08
openai/gpt-5.4,openai,Absence of living-benefit riders offsetting cost/illiquidity,2,7.5,0.04
openai/gpt-5.4,openai,Absence of material nonpublic information / insider misconduct,1,10.0,0.02
openai/gpt-5.4,openai,Absence of realized customer harm or complaint,5,2.6,0.1
openai/gpt-5.4,openai,Absence of required cost/compensation/conflict/product disclosures,5,10.8,0.1
openai/gpt-5.4,openai,Absence of required regulatory disclosure documents (Form CRS/ADV/rollover comparison),2,4.0,0.04
openai/gpt-5.4,openai,"Absence of risk-mitigation measures (stop-loss, hedging, diversification)",3,6.0,0.06
openai/gpt-5.4,openai,Absence of signed product/concentration-specific risk acknowledgment,6,3.8333333333333335,0.12
openai/gpt-5.4,openai,"Absence of trading, rebalancing, or discretionary portfolio activity over holding period (dormant portfolio)",2,17.0,0.04
openai/gpt-5.4,openai,Absence of trusted contact/family member from the recommendation meeting,1,16.0,0.02
openai/gpt-5.4,openai,Absence/presence of predefined objective re-entry criteria or timeline,3,10.666666666666666,0.06
openai/gpt-5.4,openai,Academic consensus on underperformance of active management after fees,3,14.333333333333334,0.06
openai/gpt-5.4,openai,Account type (tax-advantaged/IRA) considerations,3,9.0,0.06
openai/gpt-5.4,openai,Account underperformance relative to market benchmark,11,6.363636363636363,0.22
openai/gpt-5.4,openai,Account-level objective segmentation isolating speculative sleeve while preserving overall risk profile,2,12.0,0.04
openai/gpt-5.4,openai,Accredited investor eligibility/verification for private offerings,5,17.2,0.1
openai/gpt-5.4,openai,Accredited/eligibility status does not by itself establish suitability/best interest,1,28.0,0.02
openai/gpt-5.4,openai,Actual financial outcome/profitability of the position,2,19.0,0.04
openai/gpt-5.4,openai,Actual materialized loss corroborating ex ante foreseeability of risk (not hindsight),29,4.448275862068965,0.58
openai/gpt-5.4,openai,Actual post-sale performance as evidence bearing on misrepresentation claim,4,8.75,0.08
openai/gpt-5.4,openai,Actual realized client financial harm/loss,14,8.5,0.28
openai/gpt-5.4,openai,Actual realized liquidity event corroborating foreseeable liquidity need,9,5.333333333333333,0.18
openai/gpt-5.4,openai,Addition of liquidity reserve as prudent conservative planning,2,7.5,0.04
openai/gpt-5.4,openai,Adequacy of cost disclosure and client's comprehension of cumulative fees,8,12.25,0.16
openai/gpt-5.4,openai,Adequacy of disclosure reasonably designed for customer understanding,4,13.5,0.08
openai/gpt-5.4,openai,Adequacy of disclosure/education on product mechanics and costs,6,12.333333333333334,0.12
openai/gpt-5.4,openai,Adequacy of liquidity/emergency reserve remaining after investment,2,12.5,0.04
openai/gpt-5.4,openai,Adequacy of product-level due diligence (reasonable-basis suitability),20,12.6,0.4
openai/gpt-5.4,openai,Adequacy of supervisory approval/review of the transaction,3,8.666666666666666,0.06
openai/gpt-5.4,openai,Adequacy/specificity of advisor's risk warnings and discouragement of the strategy,3,18.0,0.06
openai/gpt-5.4,openai,Advisor acknowledges concentration but fails to make adequate suitability adjustment,1,15.0,0.02
openai/gpt-5.4,openai,Advisor affirmatively recommended/added to the concentrated position,6,15.833333333333334,0.12
openai/gpt-5.4,openai,Advisor conducted reasonable asset-class-level diligence supporting limited allocation,2,11.0,0.04
openai/gpt-5.4,openai,Advisor conflict of interest via personal relationship with issuer,5,11.8,0.1
openai/gpt-5.4,openai,Advisor creates artificial urgency/time pressure to execute,18,7.722222222222222,0.36
openai/gpt-5.4,openai,Advisor deflects/minimizes sector or concentration risk,2,10.5,0.04
openai/gpt-5.4,openai,"Advisor dismisses, deflects, or overrides client's expressed concerns",4,13.5,0.08
openai/gpt-5.4,openai,Advisor disregards/overrides client's documented risk profile/questionnaire,4,10.5,0.08
openai/gpt-5.4,openai,Advisor focused on upside while ignoring total risk exposure,2,12.0,0.04
openai/gpt-5.4,openai,Advisor intends to falsify client documentation/records,9,17.444444444444443,0.18
openai/gpt-5.4,openai,Advisor invokes client's youth/time horizon to justify or override risk concerns,7,10.571428571428571,0.14
openai/gpt-5.4,openai,"Advisor minimizes/omits costs, commissions, and their impact on net returns",5,10.6,0.1
openai/gpt-5.4,openai,Advisor misrepresented/mischaracterized market risk to neutralize risk concern,10,14.2,0.2
openai/gpt-5.4,openai,Advisor provided advice outside area of qualification/licensing,1,2.0,0.02
openai/gpt-5.4,openai,Advisor recommended a less risky/more conservative alternative that client declined,2,13.5,0.04
openai/gpt-5.4,openai,Advisor relied on speculative market forecast presented as fact,2,8.0,0.04
openai/gpt-5.4,openai,Advisor repeatedly reiterated diversification recommendation over time,4,17.0,0.08
openai/gpt-5.4,openai,Advisor used high-pressure sales tactics overriding client objections,10,8.6,0.2
openai/gpt-5.4,openai,Advisor's 'stay the course' guidance during a downturn,3,6.0,0.06
openai/gpt-5.4,openai,Advisor's actual knowledge of material change in client circumstances,4,19.0,0.08
openai/gpt-5.4,openai,Advisor's commission/compensation conflict of interest,60,9.45,1.2
openai/gpt-5.4,openai,Advisor's conduct indicates systemic supervisory/process failure rather than isolated omission,2,4.0,0.04
openai/gpt-5.4,openai,Advisor's de facto control over the account (churning control element),12,11.083333333333334,0.24
openai/gpt-5.4,openai,Advisor's disclosure and documentation of material/concentration risks and client acknowledgment,13,12.461538461538462,0.26
openai/gpt-5.4,openai,Advisor's disclosure/misrepresentation of margin risks and informed consent,3,9.0,0.06
openai/gpt-5.4,openai,Advisor's documented rationale and analytical basis for the recommendation (process evidence),9,6.888888888888889,0.18
openai/gpt-5.4,openai,Advisor's duty to reconcile conflicting customer-profile information,6,15.5,0.12
openai/gpt-5.4,openai,Advisor's experience/authority appeal used to suppress client judgment or substitute for risk disclosure,2,5.0,0.04
openai/gpt-5.4,openai,Advisor's failure to analyze/disclose downside drawdown/stress scenarios,2,10.0,0.04
openai/gpt-5.4,openai,Advisor's failure to probe or incorporate client's liquidity need,4,16.25,0.08
openai/gpt-5.4,openai,Advisor's failure to reassess or update profile after changed circumstances,4,16.75,0.08
openai/gpt-5.4,openai,Advisor's failure to service or respond to client communications,1,5.0,0.02
openai/gpt-5.4,openai,"Advisor's failure to warn, escalate, or take protective action on concentration risk",3,8.666666666666666,0.06
openai/gpt-5.4,openai,Advisor's independent suitability/gatekeeping obligation and abdication of judgment,1,2.0,0.02
openai/gpt-5.4,openai,Advisor's internal escalation/consultation with supervisor and adequacy of follow-through,1,12.0,0.02
openai/gpt-5.4,openai,Advisor's knowledge of client health condition affecting future liquidity/care needs,1,22.0,0.02
openai/gpt-5.4,openai,Advisor's misleading/promissory performance claims and unbalanced upside emphasis,35,12.257142857142858,0.7
openai/gpt-5.4,openai,Advisor's misrepresentation/minimization/omission of material investment risks and mechanics,44,12.909090909090908,0.88
openai/gpt-5.4,openai,Advisor's monitoring/rebalancing/communication failure during holding period,5,6.4,0.1
openai/gpt-5.4,openai,Advisor's personal ownership/co-investment in recommended security creating conflict,1,6.0,0.02
openai/gpt-5.4,openai,Advisor's post-loss solicitation of additional investment/averaging down,4,4.75,0.08
openai/gpt-5.4,openai,Advisor's promise of ongoing monitoring creating supervision expectation,3,8.333333333333334,0.06
openai/gpt-5.4,openai,Advisor's prudent diversified management of assets under her authority,5,7.8,0.1
openai/gpt-5.4,openai,Advisor's reinvestment-risk/income-generation rationale for reallocation,1,14.0,0.02
openai/gpt-5.4,openai,Advisor's role/compensation model heightening fiduciary duties,2,15.0,0.04
openai/gpt-5.4,openai,Advisor's undisclosed or undiscovered conflict of interest,1,7.0,0.02
openai/gpt-5.4,openai,Advisor's use of power of attorney / position of trust,6,15.5,0.12
openai/gpt-5.4,openai,Advisor-recommended purchases small relative to total portfolio (causation mitigant),2,8.5,0.04
openai/gpt-5.4,openai,Advisory fees not commensurate with services rendered (reverse churning),9,17.444444444444443,0.18
openai/gpt-5.4,openai,Affiliated entity/platform conflict of interest,2,9.0,0.04
openai/gpt-5.4,openai,Affirmative insurance/guarantee value of product not replicable elsewhere,3,13.0,0.06
openai/gpt-5.4,openai,Aggressive/concentrated nature of recommended allocation increasing risk,5,18.6,0.1
openai/gpt-5.4,openai,Alignment of client's time horizon/holding period with product's hold/lockup period,16,14.625,0.32
openai/gpt-5.4,openai,Alignment of recommendation/product with client's stated risk tolerance and investment objectives,107,19.130841121495326,2.14
openai/gpt-5.4,openai,Allocation exceeds firm's internal concentration limit,1,30.0,0.02
openai/gpt-5.4,openai,Allocation/position size relative to total portfolio/assets,67,15.522388059701493,1.34
openai/gpt-5.4,openai,Ambiguity whether transactions were solicited recommendations or customer-directed,20,21.7,0.4
openai/gpt-5.4,openai,Ambiguity/dispute over advisor's role (broker vs adviser/discretionary),2,14.0,0.04
openai/gpt-5.4,openai,Applicability of Reg BI / FINRA suitability regulatory standard,17,6.705882352941177,0.34
openai/gpt-5.4,openai,Appropriate denominator for concentration (specific account versus total portfolio/net worth),2,14.0,0.04
openai/gpt-5.4,openai,Appropriateness of recommended account type/structure and duty to evaluate alternatives,4,15.5,0.08
openai/gpt-5.4,openai,Availability of a less extreme alternative meeting client objectives,11,8.909090909090908,0.22
openai/gpt-5.4,openai,Availability of breakpoint discounts/rights of accumulation reducing sales load,8,9.625,0.16
openai/gpt-5.4,openai,Availability of lower-cost comparable alternative product,27,11.592592592592593,0.54
openai/gpt-5.4,openai,Below-investment-grade/speculative credit quality of the security,5,10.2,0.1
openai/gpt-5.4,openai,Breakpoint avoidance evidencing intent/scienter,1,30.0,0.02
openai/gpt-5.4,openai,Broker's warning against/non-endorsement undercutting inference of a recommendation,3,16.666666666666668,0.06
openai/gpt-5.4,openai,Broker-dealer supervisory/oversight failure,15,6.533333333333333,0.3
openai/gpt-5.4,openai,Causation linking misconduct to client's financial harm,1,3.0,0.02
openai/gpt-5.4,openai,Change in account type/platform does not cure underlying suitability concern,1,7.0,0.02
openai/gpt-5.4,openai,Characterization as customer-specific suitability issue rather than churning/quantitative,1,4.0,0.02
openai/gpt-5.4,openai,Characterization as market timing vs. tactical asset allocation,1,10.0,0.02
openai/gpt-5.4,openai,Characterization of security as speculative/penny stock,8,19.5,0.16
openai/gpt-5.4,openai,Client age/retirement stage limiting ability to recover from losses,16,17.3125,0.32
openai/gpt-5.4,openai,Client ambivalence/incomplete buy-in to recommendation,2,5.0,0.04
openai/gpt-5.4,openai,Client autonomy/right to decline advice,1,20.0,0.02
openai/gpt-5.4,openai,Client deference/uninformed reliance on advisor,5,4.4,0.1
openai/gpt-5.4,openai,Client financial capacity to bear investment risk/loss,33,16.09090909090909,0.66
openai/gpt-5.4,openai,Client financial sophistication/literacy,26,12.807692307692308,0.52
openai/gpt-5.4,openai,Client health condition creating foreseeable medical liquidity needs,7,19.0,0.14
openai/gpt-5.4,openai,Client information asymmetry / lack of awareness of account activity,1,10.0,0.02
openai/gpt-5.4,openai,"Client investment profile alignment (risk tolerance, time horizon, objectives)",64,17.984375,1.28
openai/gpt-5.4,openai,Client liquidity needs versus product illiquidity/lockup,52,16.46153846153846,1.04
openai/gpt-5.4,openai,Client longevity/health uncertainty affecting value of lifetime income guarantee,1,15.0,0.02
openai/gpt-5.4,openai,Client request does not override independent suitability/best-interest duty,2,3.0,0.04
openai/gpt-5.4,openai,Client vulnerability - elderly/senior status heightening protection,18,10.944444444444445,0.36
openai/gpt-5.4,openai,Client vulnerability from personal circumstances / source of funds,1,6.0,0.02
openai/gpt-5.4,openai,Client's behavioral loss-aversion / prior reaction to market downturns,1,5.0,0.02
openai/gpt-5.4,openai,Client's buy-and-hold/low-activity strategy conflicting with fee-based/managed account,3,18.333333333333332,0.06
openai/gpt-5.4,openai,Client's capital-preservation objective conflicting with product's principal-risk/volatility,18,20.27777777777778,0.36
openai/gpt-5.4,openai,Client's cognitive decline/diminished capacity,5,13.6,0.1
openai/gpt-5.4,openai,Client's communicated change in investment objectives,3,15.0,0.06
openai/gpt-5.4,openai,Client's current financial pressures/cash-flow constraints,1,24.0,0.02
openai/gpt-5.4,openai,Client's explicit request/direction for the transaction or strategy,12,11.333333333333334,0.24
openai/gpt-5.4,openai,Client's expressed cost sensitivity / objection to fees,2,8.0,0.04
openai/gpt-5.4,openai,Client's expressed objections/discomfort with the recommendation,1,12.0,0.02
openai/gpt-5.4,openai,Client's financial capacity to absorb fees/costs,1,2.0,0.02
openai/gpt-5.4,openai,Client's income dependency / cash-flow reliance conflicting with strategy,6,19.333333333333332,0.12
openai/gpt-5.4,openai,Client's informed rationale/conviction for declining diversification,2,20.0,0.04
openai/gpt-5.4,openai,"Client's informed, voluntary understanding/acceptance of risks",8,8.25,0.16
openai/gpt-5.4,openai,Client's long time horizon amplifying cumulative fee/cost drag,2,8.0,0.04
openai/gpt-5.4,openai,Client's low need/utilization of premium advisory services relative to fees,1,20.0,0.02
openai/gpt-5.4,openai,Client's prior investment experience/sophistication relative to product complexity,10,13.5,0.2
openai/gpt-5.4,openai,Client's professional/industry domain expertise,1,6.0,0.02
openai/gpt-5.4,openai,Combined leverage and sector concentration compounding risk,1,24.0,0.02
openai/gpt-5.4,openai,Comparative cost analysis across share classes/fee structures,15,16.133333333333333,0.3
openai/gpt-5.4,openai,Completeness/adequacy of customer financial/investment profile information gathered,10,12.2,0.2
openai/gpt-5.4,openai,"Compliance remediation, escalation, and reporting obligations",1,3.0,0.02
openai/gpt-5.4,openai,Compliance with internal firm guidelines versus individualized best-interest duty,3,6.0,0.06
openai/gpt-5.4,openai,Compliance with penny stock disclosure rules,6,8.166666666666666,0.12
openai/gpt-5.4,openai,Concentration in a single sector/asset-class creating idiosyncratic risk,16,15.25,0.32
openai/gpt-5.4,openai,Concentration in speculative/volatile securities,16,17.5625,0.32
openai/gpt-5.4,openai,Concentration of assets in a single illiquid product,48,16.729166666666668,0.96
openai/gpt-5.4,openai,"Concentration predated advisor or arose from appreciation, not advisor-initiated purchases",3,9.333333333333334,0.06
openai/gpt-5.4,openai,Conflict of interest requires mitigation not mere disclosure,1,12.0,0.02
openai/gpt-5.4,openai,Consideration of client's total exposure including external/non-firm holdings,7,14.0,0.14
openai/gpt-5.4,openai,Contingent profit-taking plan fails to mitigate downside risk,1,8.0,0.02
openai/gpt-5.4,openai,Contrast with another advisor's opposite conclusion on the same facts,1,2.0,0.02
openai/gpt-5.4,openai,Correlated/worst-of basket underlying increasing structured product risk,1,10.0,0.02
openai/gpt-5.4,openai,Correlation between client's employment income/human capital and concentrated investment,4,17.5,0.08
openai/gpt-5.4,openai,Cost-to-equity ratio as excessive-trading indicator,7,18.0,0.14
openai/gpt-5.4,openai,Cost/fee consideration under Reg BI Care/best-interest obligation,8,9.625,0.16
openai/gpt-5.4,openai,Deferring the transaction would have avoided costs and preserved benefits,1,24.0,0.02
openai/gpt-5.4,openai,Degree/level of leverage relative to account size,2,19.5,0.04
openai/gpt-5.4,openai,Documented diligence/research efforts partially mitigate but do not cure unsuitability,1,5.0,0.02
openai/gpt-5.4,openai,Downside-protection feature incompletely mitigating principal loss,3,8.0,0.06
openai/gpt-5.4,openai,Duty to evaluate cumulative effect of a series of recommendations,1,10.0,0.02
openai/gpt-5.4,openai,Early-withdrawal tax penalty exposure (under age 59½),2,6.0,0.04
openai/gpt-5.4,openai,Enhanced product features/benefits as supporting factor for replacement,1,9.0,0.02
openai/gpt-5.4,openai,Existence of a recommendation triggering suitability/best-interest obligations,7,18.0,0.14
openai/gpt-5.4,openai,Existing guaranteed income covering expenses reduces need for guaranteed-income product/rider,7,11.571428571428571,0.14
openai/gpt-5.4,openai,Existing holdings creating cumulative concentration/duplication,3,12.0,0.06
openai/gpt-5.4,openai,Exploitation/undue-influence pattern targeting vulnerable client,3,10.333333333333334,0.06
openai/gpt-5.4,openai,Extreme concentration in a single/few securities,8,22.375,0.16
openai/gpt-5.4,openai,Facially reasonable investment does not cure KYC/suitability deficiency,1,8.0,0.02
openai/gpt-5.4,openai,Failure to deliver promised advisory/monitoring services justifying fee,5,15.8,0.1
openai/gpt-5.4,openai,Failure to incorporate current market conditions / reliance on stale data in risk analysis,1,28.0,0.02
openai/gpt-5.4,openai,Fee burden and proportionality relative to underlying investment expenses,13,15.076923076923077,0.26
openai/gpt-5.4,openai,Firm product-committee/approved-list approval relative to individualized suitability,4,7.0,0.08
openai/gpt-5.4,openai,Firm's discretionary authority to reject/refuse trades distinct from suitability duty,1,10.0,0.02
openai/gpt-5.4,openai,Foreseeability of interest-rate/duration risk in rising-rate environment,1,14.0,0.02
openai/gpt-5.4,openai,Foreseeability of sector-specific market risk,2,5.5,0.04
openai/gpt-5.4,openai,Forfeiture of valuable existing contract benefits/riders,4,17.25,0.08
openai/gpt-5.4,openai,Frequency/pattern of fund switching indicating excessive trading,8,20.0,0.16
openai/gpt-5.4,openai,Front-end sales load reducing invested capital/effective yield,4,18.0,0.08
openai/gpt-5.4,openai,Functional similarity/equivalence of switched funds,7,20.714285714285715,0.14
openai/gpt-5.4,openai,"General characteristics/risks of leveraged inverse ETFs (daily reset, path-dependency)",5,16.6,0.1
openai/gpt-5.4,openai,Growth/inflation/longevity need considered as counterargument to conservative allocation,2,9.5,0.04
openai/gpt-5.4,openai,Holistic financial planning beyond the specific product (estate/healthcare),2,13.5,0.04
openai/gpt-5.4,openai,IRA/retirement rollover triggering DOL fiduciary/best-interest obligations,1,10.0,0.02
openai/gpt-5.4,openai,Implied guarantee/assurance undercutting a formal disclaimer,1,8.0,0.02
openai/gpt-5.4,openai,Imposition of new surrender restrictions on a contract already free of charges,6,13.666666666666666,0.12
openai/gpt-5.4,openai,Improved insurer financial-strength rating as supporting factor,1,1.0,0.02
openai/gpt-5.4,openai,Inaccurate/speculative tax-benefit claim,3,13.333333333333334,0.06
openai/gpt-5.4,openai,Incremental benefit of transaction/replacement small relative to its costs,2,9.5,0.04
