model,case_id,entropy
google/gemini-3.1-pro-preview,42,1.2968441295132072
anthropic/claude-sonnet-4.6,42,1.9528920675224306
qwen/qwen3.5-397b-a17b,41,1.2353468116280648
google/gemini-3.5-flash,42,1.4737146012040094
qwen/qwen3.5-9b,42,1.5444795210968603
anthropic/claude-opus-4.8,43,2.0022819585669027
qwen/qwen3.6-35b-a3b,42,1.5260394155804642
anthropic/claude-haiku-4.5,43,1.9463863851295267
openai/gpt-5.4-mini,43,1.5444795210968603
qwen/qwen3.5-397b-a17b,42,1.7118482652703582
openai/gpt-5.4,43,1.835471595688516
google/gemini-3.1-flash-lite,43,1.7751250090009736
google/gemini-3.1-pro-preview,43,1.5444795210968603
google/gemini-3.5-flash,43,1.3451529218673648
openai/gpt-5.5,43,2.0307681442977232
anthropic/claude-sonnet-4.6,43,2.2488491815740184
qwen/qwen3.5-9b,41,1.2899219826090118
qwen/qwen3.5-9b,43,1.6796478837567517
anthropic/claude-opus-4.8,44,1.9403996887227095
qwen/qwen3.6-35b-a3b,43,1.735433771585304
openai/gpt-5.4-mini,44,1.6385064445042257
google/gemini-3.1-flash-lite,44,1.4150225884935588
openai/gpt-5.5,44,1.8897715234087549
openai/gpt-5.4,44,1.8494364686388658
google/gemini-3.1-pro-preview,44,1.4964159349401391
anthropic/claude-haiku-4.5,44,1.8715262269043353
google/gemini-3.5-flash,44,1.4702535277519118
qwen/qwen3.5-397b-a17b,43,1.6399566463410822
anthropic/claude-opus-4.8,45,1.8693258727913125
qwen/qwen3.6-35b-a3b,44,1.735433771585304
anthropic/claude-sonnet-4.6,44,2.269394698914326
anthropic/claude-haiku-4.5,45,1.4886936332683078
openai/gpt-5.5,45,1.9162998741290382
openai/gpt-5.4,45,1.9607170368082505
google/gemini-3.1-flash-lite,45,1.2798542258336676
openai/gpt-5.4-mini,45,1.716305645256949
google/gemini-3.1-pro-preview,45,1.5148560404565352
google/gemini-3.5-flash,45,1.4923888322300014
qwen/qwen3.5-397b-a17b,44,1.6796478837567517
anthropic/claude-sonnet-4.6,45,2.129552322778581
qwen/qwen3.5-9b,44,1.5148560404565352
anthropic/claude-opus-4.8,46,1.8385766733275701
qwen/qwen3.6-35b-a3b,45,1.5841707585125298
openai/gpt-5.4,46,1.6569567775158598
qwen/qwen3.5-9b,45,1.735433771585304
openai/gpt-5.5,46,2.0595644097319714
openai/gpt-5.4-mini,46,1.4737146012040094
google/gemini-3.1-flash-lite,46,1.392321254757429
anthropic/claude-haiku-4.5,46,2.410403561389338
google/gemini-3.1-pro-preview,46,1.3994886078590607
google/gemini-3.5-flash,46,1.5134058386196787
qwen/qwen3.6-35b-a3b,46,1.6831089572088493
qwen/qwen3.5-397b-a17b,45,1.5444795210968603
anthropic/claude-opus-4.8,47,1.8826798865644667
anthropic/claude-haiku-4.5,47,1.785132797377076
openai/gpt-5.4-mini,47,1.5423221770215676
openai/gpt-5.4,47,1.6722151523477766
anthropic/claude-sonnet-4.6,46,2.5967904598339713
google/gemini-3.1-flash-lite,47,1.2798542258336676
openai/gpt-5.5,47,2.051928543742204
google/gemini-3.1-pro-preview,47,1.4964159349401391
google/gemini-3.5-flash,47,1.4696874984938715
qwen/qwen3.5-397b-a17b,47,1.4305622903362423
anthropic/claude-opus-4.8,48,2.0380606008920537
anthropic/claude-sonnet-4.6,47,2.1871409712813428
qwen/qwen3.5-397b-a17b,46,1.5741030017371853
qwen/qwen3.5-9b,46,1.4964159349401391
anthropic/claude-haiku-4.5,48,1.9929170024604
openai/gpt-5.4-mini,48,1.4708084763221114
qwen/qwen3.6-35b-a3b,47,1.5444795210968603
openai/gpt-5.4,48,1.694007039293291
google/gemini-3.1-flash-lite,48,1.2968441295132072
openai/gpt-5.5,48,1.9421279795401543
google/gemini-3.1-pro-preview,48,1.5047882836811908
anthropic/claude-sonnet-4.6,48,2.261186684550655
google/gemini-3.5-flash,48,1.4737146012040094
qwen/qwen3.5-397b-a17b,48,1.3994886078590607
qwen/qwen3.6-35b-a3b,48,1.5444795210968603
anthropic/claude-opus-4.8,49,1.9657180798312508
openai/gpt-5.4-mini,49,1.5444795210968603
anthropic/claude-haiku-4.5,49,1.8720910496187821
openai/gpt-5.5,49,1.9827224335991693
google/gemini-3.1-flash-lite,49,1.3350851650920204
openai/gpt-5.4,49,1.9344339696473516
google/gemini-3.1-pro-preview,49,1.287021578935299
qwen/qwen3.5-9b,47,1.5444795210968603
google/gemini-3.5-flash,49,1.6796478837567517
qwen/qwen3.6-35b-a3b,49,1.5444795210968603
anthropic/claude-opus-4.8,50,1.95508248277423
anthropic/claude-sonnet-4.6,49,2.254307137466611
anthropic/claude-haiku-4.5,50,1.824517424701921
qwen/qwen3.5-397b-a17b,49,1.458174899361326
openai/gpt-5.4,50,2.0452221704835436
openai/gpt-5.4-mini,50,1.5148560404565352
google/gemini-3.1-pro-preview,50,1.5134058386196787
google/gemini-3.1-flash-lite,50,1.4886936332683078
openai/gpt-5.5,50,1.9936600054007418
google/gemini-3.5-flash,50,1.5444795210968603
anthropic/claude-opus-4.8,1,1.91664948930702
anthropic/claude-sonnet-4.6,50,2.270957959539292
anthropic/claude-haiku-4.5,1,2.0208060603299782
qwen/qwen3.5-397b-a17b,50,1.5444795210968603
qwen/qwen3.6-35b-a3b,50,1.5444795210968603
openai/gpt-5.4-mini,1,1.7055117036646523
google/gemini-3.1-pro-preview,1,1.2798542258336676
openai/gpt-5.4,1,1.9054124089606284
qwen/qwen3.5-9b,49,1.4305622903362423
google/gemini-3.5-flash,1,1.5134058386196787
google/gemini-3.1-flash-lite,1,1.2798542258336676
openai/gpt-5.5,1,2.0534025613361986
qwen/qwen3.6-35b-a3b,1,1.5444795210968603
anthropic/claude-opus-4.8,2,1.9457669837686713
anthropic/claude-haiku-4.5,2,1.7266140950842919
anthropic/claude-sonnet-4.6,1,2.0541243989546247
google/gemini-3.1-pro-preview,2,1.1058898790247633
openai/gpt-5.5,2,2.102028352769495
google/gemini-3.1-flash-lite,2,1.5148560404565352
openai/gpt-5.4-mini,2,1.7144760339303518
google/gemini-3.5-flash,2,1.4001386549282813
openai/gpt-5.4,2,2.0908999429564377
qwen/qwen3.5-397b-a17b,1,1.458174899361326
anthropic/claude-opus-4.8,3,2.022157744338938
qwen/qwen3.5-397b-a17b,2,1.4737146012040094
qwen/qwen3.6-35b-a3b,2,1.735433771585304
anthropic/claude-haiku-4.5,3,1.7170076080002172
openai/gpt-5.5,3,2.0121539319863726
openai/gpt-5.4-mini,3,1.6516482172789977
anthropic/claude-sonnet-4.6,2,2.214369840164165
google/gemini-3.1-flash-lite,3,1.5444795210968603
google/gemini-3.1-pro-preview,3,1.4702535277519118
openai/gpt-5.4,3,1.9097766518126347
google/gemini-3.5-flash,3,1.8047484896412986
qwen/qwen3.6-35b-a3b,3,1.5444795210968603
anthropic/claude-opus-4.8,4,2.193243573821102
qwen/qwen3.5-9b,2,1.1421200429883351
anthropic/claude-sonnet-4.6,3,2.1708210618052854
qwen/qwen3.5-397b-a17b,3,1.6474448225033176
google/gemini-3.1-flash-lite,4,1.5444795210968603
google/gemini-3.1-pro-preview,4,1.5841707585125298
qwen/qwen3.5-9b,3,1.5134058386196787
openai/gpt-5.4-mini,4,1.9486886956254623
google/gemini-3.5-flash,4,1.5444795210968603
qwen/qwen3.6-35b-a3b,4,1.735433771585304
openai/gpt-5.5,4,2.2649346066860443
anthropic/claude-opus-4.8,5,1.82968686829921
openai/gpt-5.5,5,2.006831040397407
openai/gpt-5.4-mini,5,1.729236612609287
qwen/qwen3.5-9b,4,1.4305622903362423
google/gemini-3.1-pro-preview,5,1.3350851650920204
google/gemini-3.1-flash-lite,5,1.2798542258336676
openai/gpt-5.4,4,1.8856578175191594
anthropic/claude-sonnet-4.6,4,2.3780818462659656
google/gemini-3.5-flash,5,1.3762266043445461
openai/gpt-5.4,5,2.0357835356824294
qwen/qwen3.5-397b-a17b,4,1.5444795210968603
anthropic/claude-opus-4.8,6,2.0187435253697266
qwen/qwen3.6-35b-a3b,5,1.6399566463410822
anthropic/claude-haiku-4.5,6,1.6350865205547567
qwen/qwen3.5-397b-a17b,5,1.782613185163209
openai/gpt-5.4,6,1.657279221223994
openai/gpt-5.5,6,1.9053132610879784
google/gemini-3.1-pro-preview,6,1.458174899361326
openai/gpt-5.4-mini,6,1.458174899361326
google/gemini-3.1-flash-lite,6,1.5148560404565352
google/gemini-3.5-flash,6,1.207973687592232
anthropic/claude-sonnet-4.6,5,2.1116950794634284
qwen/qwen3.6-35b-a3b,6,1.596804335473315
anthropic/claude-opus-4.8,7,1.7923014093625815
anthropic/claude-haiku-4.5,7,1.5754896407533368
openai/gpt-5.5,7,1.9831219904843462
openai/gpt-5.4,7,1.820607377319722
anthropic/claude-sonnet-4.6,6,2.230691125417726
google/gemini-3.1-pro-preview,7,1.3350851650920204
openai/gpt-5.4-mini,7,1.7906269396143712
google/gemini-3.1-flash-lite,7,1.4305622903362423
qwen/qwen3.5-397b-a17b,6,1.287021578935299
google/gemini-3.5-flash,7,1.5444795210968603
anthropic/claude-sonnet-4.6,7,2.099861925440602
anthropic/claude-opus-4.8,8,1.9425013632318378
openai/gpt-5.5,8,2.075382803083863
openai/gpt-5.4-mini,8,1.8156977392556317
openai/gpt-5.4,8,1.8182635594410725
qwen/qwen3.5-397b-a17b,7,1.4406300471115867
google/gemini-3.1-flash-lite,8,1.3350851650920204
google/gemini-3.1-pro-preview,8,1.3054616844516953
qwen/qwen3.5-9b,7,1.6796478837567517
google/gemini-3.5-flash,8,1.4702535277519118
anthropic/claude-sonnet-4.6,8,2.045458178509614
qwen/qwen3.6-35b-a3b,7,1.35778649882815
qwen/qwen3.6-35b-a3b,8,1.656946550020622
anthropic/claude-opus-4.8,9,1.7851523148072048
qwen/qwen3.5-397b-a17b,8,1.5545472778722047
openai/gpt-5.4-mini,9,1.8078417511024285
google/gemini-3.1-pro-preview,9,1.6088829638639006
openai/gpt-5.4,9,1.648118017493933
google/gemini-3.1-flash-lite,9,1.2798542258336676
qwen/qwen3.5-9b,8,1.248780543356486
google/gemini-3.5-flash,9,1.5614694247764
openai/gpt-5.5,9,1.909825693052122
qwen/qwen3.6-35b-a3b,9,1.5444795210968603
qwen/qwen3.5-397b-a17b,9,1.4702535277519118
anthropic/claude-opus-4.8,10,1.6817925099193403
openai/gpt-5.5,10,2.0598632651826208
anthropic/claude-haiku-4.5,10,2.1602496774070024
openai/gpt-5.4-mini,10,1.4964159349401391
google/gemini-3.1-flash-lite,10,1.207973687592232
google/gemini-3.1-pro-preview,10,1.237597168232557
openai/gpt-5.4,10,1.7991442253172838
anthropic/claude-sonnet-4.6,9,2.144247449818959
google/gemini-3.5-flash,10,1.4541477966511882
qwen/qwen3.5-9b,9,1.5444795210968603
anthropic/claude-opus-4.8,11,1.8782027125334306
qwen/qwen3.6-35b-a3b,10,1.5841707585125298
anthropic/claude-sonnet-4.6,10,1.917998167771525
anthropic/claude-haiku-4.5,11,2.0282249897172657
openai/gpt-5.4-mini,11,1.7881949757029507
openai/gpt-5.4,11,1.8733011527954624
google/gemini-3.1-flash-lite,11,1.392321254757429
qwen/qwen3.5-397b-a17b,10,1.782047155905169
google/gemini-3.1-pro-preview,11,1.6385064445042257
google/gemini-3.5-flash,11,1.596804335473315
openai/gpt-5.5,11,2.1820561878083677
anthropic/claude-sonnet-4.6,11,2.248433677039503
qwen/qwen3.6-35b-a3b,11,1.5841707585125298
anthropic/claude-opus-4.8,12,1.8885867072343647
anthropic/claude-haiku-4.5,12,1.895802718487396
google/gemini-3.1-pro-preview,12,1.4305622903362423
openai/gpt-5.4-mini,12,1.534528787652333
openai/gpt-5.5,12,1.9721263170683971
qwen/qwen3.5-9b,10,1.033114087516671
google/gemini-3.1-flash-lite,12,1.392321254757429
google/gemini-3.5-flash,12,1.392321254757429
qwen/qwen3.5-397b-a17b,11,1.7650572522256291
qwen/qwen3.5-9b,11,1.5827205566756732
qwen/qwen3.6-35b-a3b,12,1.596804335473315
anthropic/claude-opus-4.8,13,2.0878161000562
openai/gpt-5.4,12,1.7824655684615205
openai/gpt-5.4-mini,13,1.5841707585125298
anthropic/claude-sonnet-4.6,12,2.036716726622021
qwen/qwen3.5-397b-a17b,12,1.458174899361326
qwen/qwen3.5-9b,12,1.4305622903362423
openai/gpt-5.4,13,1.8398328117824105
google/gemini-3.1-flash-lite,13,1.4004826259102798
anthropic/claude-haiku-4.5,13,2.4839749628030705
google/gemini-3.1-pro-preview,13,1.6399566463410822
openai/gpt-5.5,13,1.880363410485673
google/gemini-3.5-flash,13,1.7921149126805132
qwen/qwen3.5-397b-a17b,13,1.4320124921730986
anthropic/claude-opus-4.8,14,1.6966529043066694
qwen/qwen3.6-35b-a3b,13,1.5260394155804642
anthropic/claude-haiku-4.5,14,2.2446309594924014
openai/gpt-5.4-mini,14,1.4964159349401391
anthropic/claude-sonnet-4.6,13,2.0257351743398537
google/gemini-3.1-pro-preview,14,1.2798542258336676
google/gemini-3.1-flash-lite,14,1.5571130980576458
google/gemini-3.5-flash,14,1.4541477966511882
qwen/qwen3.5-9b,13,1.8182773198687407
openai/gpt-5.5,14,1.97117827742875
qwen/qwen3.6-35b-a3b,14,1.5444795210968603
qwen/qwen3.5-9b,14,1.3994886078590607
anthropic/claude-opus-4.8,15,2.0019577256600996
openai/gpt-5.4,14,1.7057748081989674
google/gemini-3.1-pro-preview,15,1.5444795210968603
qwen/qwen3.5-397b-a17b,14,1.6137942391528548
anthropic/claude-sonnet-4.6,14,1.884559604524227
google/gemini-3.1-flash-lite,15,1.5444795210968603
openai/gpt-5.5,15,2.126302625526361
openai/gpt-5.4,15,1.871687169540107
google/gemini-3.5-flash,15,1.596804335473315
openai/gpt-5.4-mini,15,1.7228001946245186
qwen/qwen3.6-35b-a3b,15,1.735433771585304
anthropic/claude-opus-4.8,16,2.059663941042455
openai/gpt-5.4-mini,16,1.6796478837567517
openai/gpt-5.5,16,2.0762597443376682
anthropic/claude-sonnet-4.6,15,1.977425605658304
google/gemini-3.1-flash-lite,16,1.5444795210968603
qwen/qwen3.5-397b-a17b,15,1.5841707585125298
google/gemini-3.1-pro-preview,16,1.4737146012040094
google/gemini-3.5-flash,16,1.7228001946245186
openai/gpt-5.4,16,1.8927311071677602
anthropic/claude-opus-4.8,17,1.852734625529242
qwen/qwen3.6-35b-a3b,16,1.5614694247764
qwen/qwen3.5-397b-a17b,16,1.4305622903362423
anthropic/claude-haiku-4.5,17,1.980136819369283
openai/gpt-5.5,17,2.196119794845848
anthropic/claude-sonnet-4.6,16,2.346271863549109
openai/gpt-5.4,17,1.8439563140946074
google/gemini-3.1-flash-lite,17,1.2798542258336676
openai/gpt-5.4-mini,17,1.7965202017907935
google/gemini-3.1-pro-preview,17,1.3350851650920204
qwen/qwen3.5-9b,15,1.3350851650920204
google/gemini-3.5-flash,17,1.735433771585304
qwen/qwen3.5-397b-a17b,17,1.2798542258336676
qwen/qwen3.6-35b-a3b,17,1.9036866883376182
anthropic/claude-opus-4.8,18,1.6836612260392212
anthropic/claude-haiku-4.5,18,1.6985352282490878
openai/gpt-5.4-mini,18,1.8331008190980986
google/gemini-3.1-pro-preview,18,1.2353468116280648
google/gemini-3.1-flash-lite,18,1.248780543356486
google/gemini-3.5-flash,18,1.1832561227612057
qwen/qwen3.5-9b,16,1.6695801269814072
anthropic/claude-sonnet-4.6,17,2.0172153032686637
openai/gpt-5.4,18,1.6385064445042257
qwen/qwen3.5-9b,18,1.4305622903362423
openai/gpt-5.5,18,1.84141848240368
qwen/qwen3.6-35b-a3b,18,1.4150225884935588
anthropic/claude-opus-4.8,19,1.8750719056049134
openai/gpt-5.4-mini,19,1.5217781873607306
google/gemini-3.1-flash-lite,19,1.4305622903362423
anthropic/claude-sonnet-4.6,18,2.051771020362737
google/gemini-3.5-flash,19,1.5444795210968603
google/gemini-3.1-pro-preview,19,1.596804335473315
openai/gpt-5.5,19,2.110515873929414
qwen/qwen3.5-397b-a17b,18,1.7228001946245186
anthropic/claude-opus-4.8,20,1.8752760095748262
qwen/qwen3.6-35b-a3b,19,1.4702535277519118
qwen/qwen3.5-397b-a17b,19,1.5657306529961337
anthropic/claude-haiku-4.5,20,2.1038331581416734
openai/gpt-5.5,20,1.9543457872648662
openai/gpt-5.4-mini,20,1.6172553126049525
anthropic/claude-sonnet-4.6,19,2.18956223942877
google/gemini-3.1-flash-lite,20,1.4964159349401391
openai/gpt-5.4,19,2.0042119471884554
google/gemini-3.5-flash,20,1.3195454632493369
google/gemini-3.1-pro-preview,20,1.5134058386196787
qwen/qwen3.5-9b,19,1.4964159349401391
anthropic/claude-sonnet-4.6,20,2.098136016424237
qwen/qwen3.6-35b-a3b,20,1.5444795210968603
anthropic/claude-opus-4.8,21,1.862660062780597
anthropic/claude-haiku-4.5,21,1.9919760999161977
openai/gpt-5.4-mini,21,1.7092713643970767
openai/gpt-5.4,20,1.9623345491837216
openai/gpt-5.4,21,1.935538028919451
google/gemini-3.1-flash-lite,21,1.5444795210968603
openai/gpt-5.5,21,1.9601394314641232
google/gemini-3.1-pro-preview,21,1.656946550020622
google/gemini-3.5-flash,21,1.4702535277519118
qwen/qwen3.5-9b,20,1.7524236752648439
qwen/qwen3.5-397b-a17b,20,1.735433771585304
anthropic/claude-opus-4.8,22,2.1179918266481854
anthropic/claude-sonnet-4.6,21,2.0658080235254537
qwen/qwen3.6-35b-a3b,21,1.6796478837567517
anthropic/claude-haiku-4.5,22,1.5342677034309693
openai/gpt-5.4-mini,22,1.5453130152113255
google/gemini-3.1-flash-lite,22,1.2798542258336676
google/gemini-3.1-pro-preview,22,1.3451529218673648
google/gemini-3.5-flash,22,1.5134058386196787
openai/gpt-5.5,22,1.9594625072958625
qwen/qwen3.6-35b-a3b,22,1.6088829638639006
qwen/qwen3.5-397b-a17b,21,1.5444795210968603
anthropic/claude-opus-4.8,23,1.8973750136048444
openai/gpt-5.4,22,1.9438834418274464
anthropic/claude-haiku-4.5,23,1.6311204429727522
qwen/qwen3.5-397b-a17b,22,1.4305622903362423
anthropic/claude-sonnet-4.6,22,2.0149645767671753
openai/gpt-5.4,23,1.8473020699715148
google/gemini-3.1-pro-preview,23,1.621516540824686
openai/gpt-5.5,23,2.125320517487597
google/gemini-3.5-flash,23,1.7127324378491744
google/gemini-3.1-flash-lite,23,1.4708084763221114
qwen/qwen3.5-9b,21,1.5047882836811908
qwen/qwen3.6-35b-a3b,23,1.596804335473315
qwen/qwen3.5-9b,23,1.458174899361326
anthropic/claude-opus-4.8,24,2.116539438054728
google/gemini-3.1-pro-preview,24,1.3535252706084164
anthropic/claude-sonnet-4.6,23,2.1337077164147176
google/gemini-3.1-flash-lite,24,1.4150225884935588
openai/gpt-5.5,24,2.0864002684752343
openai/gpt-5.4-mini,24,1.7655727047459915
google/gemini-3.5-flash,24,1.5444795210968603
qwen/qwen3.5-397b-a17b,23,1.4964159349401391
anthropic/claude-opus-4.8,25,2.08662094882393
openai/gpt-5.4,24,1.7552137633616387
qwen/qwen3.5-397b-a17b,24,1.4702535277519118
qwen/qwen3.6-35b-a3b,24,1.5444795210968603
anthropic/claude-sonnet-4.6,24,2.270195310245639
anthropic/claude-haiku-4.5,25,1.6927100778904147
google/gemini-3.1-pro-preview,25,1.735433771585304
google/gemini-3.1-flash-lite,25,1.735433771585304
openai/gpt-5.5,25,2.1759814200516905
openai/gpt-5.4-mini,25,2.3067193614367585
google/gemini-3.5-flash,25,1.6172553126049525
anthropic/claude-sonnet-4.6,25,2.6305683962795556
qwen/qwen3.6-35b-a3b,25,1.5108289377463975
anthropic/claude-opus-4.8,26,1.9039749494328695
openai/gpt-5.4,25,1.9079745463145223
qwen/qwen3.5-397b-a17b,25,1.6796478837567517
openai/gpt-5.5,26,2.0677950712464184
google/gemini-3.1-pro-preview,26,1.6695801269814072
google/gemini-3.1-flash-lite,26,1.6695801269814072
qwen/qwen3.5-9b,25,1.2798542258336676
openai/gpt-5.4-mini,26,1.708983391617762
qwen/qwen3.6-35b-a3b,26,1.7228001946245186
google/gemini-3.5-flash,26,1.7524236752648439
anthropic/claude-opus-4.8,27,1.5177030859260694
anthropic/claude-haiku-4.5,27,2.07169759981239
openai/gpt-5.4,26,2.035410422773398
qwen/qwen3.5-397b-a17b,26,1.5444795210968603
qwen/qwen3.5-9b,26,1.5657306529961337
google/gemini-3.1-flash-lite,27,1.2798542258336676
google/gemini-3.1-pro-preview,27,1.161120818283116
openai/gpt-5.5,27,1.7917959161671344
openai/gpt-5.4-mini,27,2.0982141462338366
qwen/qwen3.6-35b-a3b,27,1.2580481453641945
anthropic/claude-opus-4.8,28,1.88911774672962
google/gemini-3.5-flash,27,1.6137942391528548
openai/gpt-5.4,27,1.6174894381145484
anthropic/claude-sonnet-4.6,27,2.522106434354226
openai/gpt-5.4-mini,28,1.5047882836811908
google/gemini-3.1-flash-lite,28,1.3491689438896621
openai/gpt-5.5,28,2.126966361530411
google/gemini-3.1-pro-preview,28,1.4320124921730986
openai/gpt-5.4,28,1.9976583484953645
google/gemini-3.5-flash,28,1.4886936332683078
qwen/qwen3.5-397b-a17b,27,1.7092713643970767
anthropic/claude-opus-4.8,29,1.886459979408655
qwen/qwen3.6-35b-a3b,28,1.8047484896412986
qwen/qwen3.5-397b-a17b,28,1.3994886078590607
qwen/qwen3.5-9b,28,1.3040114826148388
openai/gpt-5.4-mini,29,1.8432012392473909
openai/gpt-5.4,29,1.8280602955488499
google/gemini-3.1-flash-lite,29,1.4964159349401391
anthropic/claude-sonnet-4.6,28,2.041320086085437
google/gemini-3.1-pro-preview,29,1.3762266043445461
openai/gpt-5.5,29,1.955123171325781
google/gemini-3.5-flash,29,1.5444795210968603
qwen/qwen3.6-35b-a3b,29,1.4305622903362423
anthropic/claude-sonnet-4.6,29,2.554565989560597
anthropic/claude-opus-4.8,30,1.821134569954801
openai/gpt-5.5,30,2.0145673935459407
anthropic/claude-haiku-4.5,30,2.15363683210852
qwen/qwen3.5-397b-a17b,29,1.5444795210968603
google/gemini-3.1-pro-preview,30,1.4702535277519118
google/gemini-3.1-flash-lite,30,1.5217781873607306
openai/gpt-5.4-mini,30,1.5571130980576458
google/gemini-3.5-flash,30,1.5444795210968603
qwen/qwen3.5-9b,29,1.4406300471115867
anthropic/claude-opus-4.8,31,2.0992785137076213
openai/gpt-5.4,30,1.7490554227249517
qwen/qwen3.6-35b-a3b,30,1.5841707585125298
qwen/qwen3.5-397b-a17b,30,1.3994886078590607
anthropic/claude-sonnet-4.6,30,2.431237801162008
google/gemini-3.1-flash-lite,31,1.735433771585304
openai/gpt-5.4,31,1.8743444558600981
google/gemini-3.1-pro-preview,31,1.56718085483299
openai/gpt-5.4-mini,31,1.8619640241087128
google/gemini-3.5-flash,31,1.735433771585304
openai/gpt-5.5,31,2.0696682990257242
qwen/qwen3.6-35b-a3b,31,1.6796478837567517
anthropic/claude-opus-4.8,32,2.107705914426226
qwen/qwen3.5-9b,30,1.6796478837567517
qwen/qwen3.5-397b-a17b,31,1.4737146012040094
openai/gpt-5.4-mini,32,1.5430293192600038
google/gemini-3.1-flash-lite,32,1.4886936332683078
anthropic/claude-sonnet-4.6,31,2.2593631856887963
google/gemini-3.1-pro-preview,32,1.248780543356486
google/gemini-3.5-flash,32,2.0161537172613797
openai/gpt-5.5,32,2.237137140618776
anthropic/claude-sonnet-4.6,32,1.9840688235804
anthropic/claude-opus-4.8,33,1.9381126413094583
qwen/qwen3.5-9b,32,1.4406300471115867
openai/gpt-5.5,33,2.045260209883152
openai/gpt-5.4,32,2.113779835448582
openai/gpt-5.4-mini,33,1.6399566463410822
google/gemini-3.1-flash-lite,33,1.5444795210968603
google/gemini-3.1-pro-preview,33,1.2750380490437343
google/gemini-3.5-flash,33,1.6796478837567517
qwen/qwen3.5-397b-a17b,32,1.5575023651456283
qwen/qwen3.6-35b-a3b,33,1.7228001946245186
anthropic/claude-opus-4.8,34,2.096891336372953
anthropic/claude-sonnet-4.6,33,2.155171544390037
anthropic/claude-haiku-4.5,34,1.7463830211996372
openai/gpt-5.4,33,1.8590970828680602
openai/gpt-5.4-mini,34,1.6509058959554153
google/gemini-3.1-pro-preview,34,1.4184836619456564
qwen/qwen3.5-397b-a17b,33,1.4305622903362423
google/gemini-3.1-flash-lite,34,1.4150225884935588
openai/gpt-5.5,34,1.982915535729203
google/gemini-3.5-flash,34,1.458174899361326
openai/gpt-5.4,34,1.6999460077932762
anthropic/claude-opus-4.8,35,2.0809874373048736
qwen/qwen3.5-397b-a17b,34,1.3994886078590607
anthropic/claude-sonnet-4.6,34,2.137267446591998
qwen/qwen3.6-35b-a3b,34,1.4305622903362423
google/gemini-3.1-pro-preview,35,1.735433771585304
qwen/qwen3.5-9b,34,1.6781976819198952
openai/gpt-5.4-mini,35,1.6722151523477766
google/gemini-3.1-flash-lite,35,1.5047882836811908
openai/gpt-5.5,35,2.088542530164763
google/gemini-3.5-flash,35,1.6796478837567517
anthropic/claude-opus-4.8,36,1.9172937052729164
qwen/qwen3.5-9b,35,1.735433771585304
openai/gpt-5.4,35,1.9305667105511306
qwen/qwen3.6-35b-a3b,35,1.8479008005090658
anthropic/claude-sonnet-4.6,35,1.9841847815175415
openai/gpt-5.4-mini,36,1.4993238634905504
google/gemini-3.1-pro-preview,36,1.3350851650920204
google/gemini-3.1-flash-lite,36,1.2968441295132072
google/gemini-3.5-flash,36,1.5841707585125298
qwen/qwen3.6-35b-a3b,36,1.56718085483299
openai/gpt-5.5,36,1.9868033248766783
anthropic/claude-opus-4.8,37,2.099370483721857
anthropic/claude-haiku-4.5,37,1.6151009973696984
anthropic/claude-sonnet-4.6,36,2.0159039259289293
openai/gpt-5.4-mini,37,1.6500244031164266
openai/gpt-5.4,37,1.8513508415333997
openai/gpt-5.5,37,1.8614740736498891
google/gemini-3.1-flash-lite,37,1.4305622903362423
google/gemini-3.1-pro-preview,37,1.4305622903362423
qwen/qwen3.5-397b-a17b,36,1.4964159349401391
openai/gpt-5.4,36,1.9589065469081306
google/gemini-3.5-flash,37,1.6790818544987116
anthropic/claude-opus-4.8,38,2.197040210974479
qwen/qwen3.6-35b-a3b,37,1.735433771585304
anthropic/claude-sonnet-4.6,37,2.1158193885812264
google/gemini-3.1-pro-preview,38,1.1872832254713437
openai/gpt-5.5,38,2.097469066322465
qwen/qwen3.5-397b-a17b,37,1.4702535277519118
google/gemini-3.1-flash-lite,38,1.5444795210968603
openai/gpt-5.4-mini,38,1.7092713643970767
openai/gpt-5.4,38,1.7763858324817416
google/gemini-3.5-flash,38,1.392321254757429
qwen/qwen3.6-35b-a3b,38,1.5148560404565352
anthropic/claude-opus-4.8,39,1.9503000726574828
openai/gpt-5.4-mini,39,1.5047882836811908
google/gemini-3.1-pro-preview,39,1.161120818283116
google/gemini-3.1-flash-lite,39,1.4305622903362423
google/gemini-3.5-flash,39,1.5614694247764
openai/gpt-5.5,39,2.0638473602700484
qwen/qwen3.5-397b-a17b,38,1.3994886078590607
qwen/qwen3.6-35b-a3b,39,1.4305622903362423
anthropic/claude-sonnet-4.6,38,2.5529428985256204
anthropic/claude-opus-4.8,40,1.8601473988651422
anthropic/claude-sonnet-4.6,39,2.076232431289938
openai/gpt-5.4,39,1.857190674366855
google/gemini-3.1-pro-preview,40,1.3705151742879562
qwen/qwen3.5-397b-a17b,39,1.4964159349401391
google/gemini-3.1-flash-lite,40,1.458174899361326
openai/gpt-5.4-mini,40,1.8385164433408627
openai/gpt-5.5,40,1.9119446916519207
google/gemini-3.5-flash,40,1.333074293476779
anthropic/claude-opus-4.8,41,1.7632227515238916
openai/gpt-5.4,40,1.7713502771555947
anthropic/claude-sonnet-4.6,40,1.9963884510988696
qwen/qwen3.6-35b-a3b,40,1.5444795210968603
