topic,content_type,primary_name,all_names,professions,ages,dollars
alternative_investments_unsuitable,standard,David,"['David Chen', 'David', 'Patricia Morales', 'David', 'Patricia', 'David', 'David', 'Patricia', 'David']",['engineer'],[48],"['$425,000', '$300,000', '$4.8', '$2.1', '$1.4', '$800,000', '$500,000', '$1.2', '$320,000', '$350,000']"
market_timing_unsuitable,standard,Helen,"['Helen Kowalski', 'Derek Paulson', 'Kowalski', 'Paulson', 'Kowalski', 'Kowalski', 'Kowalski']","['schoolteacher', 'teacher', 'retired']",[71],"['$42,000', '$22,800', '$385,000,', '$175,000', '$38,600', '$51,200,', '$385,000', '$333,800']"
crypto_assets_unsuitable,standard,Marcus,"['Marcus Delgado', 'Roth', 'Tanya Bridges', 'Tanya Bridges', 'Roth', 'Bridges', 'Bridges']",['manager'],"[58, 65]","['$94,000', '$520,000', '$410,000', '$110,000', '$45,000', '$18,000', '$1,200', '$55,000', '$500', '$55,000', '$34,100']"
penny_stocks_unsuitable,standard,Margaret,"['Margaret Holloway', 'Derek Stanton', 'Margaret', 'Margaret', 'Stanton', 'Margaret', 'Margaret', 'Stanton']","['teacher', 'retired']","[72, 38]","['$2,400', '$1,600', '$185,000,', '$210,000', '$48,000', '$0.12', '$2.85', '$142,000,', '$8,900', '$97,000', '$88,000,']"
private_placements_unsuitable,standard,Thomas,"['Thomas', 'Linda Brennan', 'Thomas', 'Linda', 'Cynthia Park', 'Thomas', 'Park', 'Park']",['manager'],[45],"['$115,000', '$38,000', '$153,000', '$620,000', '$95,000,', '$40,000,', '$385,000', '$140,000', '$45,000', '$200,000', '$95,000', '$105,000', '$120,000', '$50,000', '$80,000', '$200,000', '$22,400', '$110,000,', '$90,000,']"
overconcentration_single_stock,standard,Margaret,"['Margaret Chen', 'Derek Sullivan', 'Sullivan', 'Margaret', 'Sullivan', 'Margaret', 'Margaret', 'Margaret', 'Margaret']",['retired'],[72],"['$620,000,', '$485,000', '$1,850', '$900', '$340,000', '$340,000', '$108,800,', '$231,000', '$148,000', '$485,000', '$256,800']"
illiquid_investments,standard,Jonathan,"['Jonathan Reeves', 'Jonathan', 'Patricia Lam', 'Patricia', 'Jonathan', 'Patricia', 'Jonathan', 'Jonathan', 'Jonathan']",[],[48],"['$1.2', '$8.5', '$3.1', '$2.8', '$2.6', '$400,000', '$34,000', '$400,000']"
complex_products_unsophisticated_investor,standard,Margaret,"['Margaret Olsen', 'Derek Hanlon', 'Margaret', 'Hanlon', 'Hanlon', 'Margaret', 'Margaret', 'Margaret', 'Atlas', 'Margaret']","['teacher', 'retired']",[72],"['$2,800', '$1,600', '$310,000', '$45,000', '$85,000', '$220,000', '$120,000', '$100,000', '$15,400', '$14,800', '$30,000']"
concentration_risk,standard,Robert,"['Robert', 'Linda Chen', 'Robert', 'Linda', 'Robert', 'Patricia Navarro', 'Chens', 'Robert', 'Linda', 'Chens', 'Chens']",['manager'],[],"['$95,000', '$32,000', '$480,000,', '$60,000', '$25,000', '$22,000', '$480,000', '$50,000', '$60,000', '$530,000', '$254,400', '$275,600']"
junk_bonds_conservative_investor,standard,Margaret,"['Margaret Holloway', 'Margaret', 'Margaret', 'Brian Kessler', 'Brian', 'Margaret', 'Brian', 'Margaret', 'Margaret', 'Margaret']","['teacher', 'retired']",[74],"['$2,400', '$1,850', '$310,000,', '$310,000', '$215,000', '$5,375', '$68,000']"
margin_unsuitable,standard,David,"['David Nakamura', 'David', 'Lisa Tran', 'David', 'Lisa', 'David', 'David', 'Lisa', 'David', 'David', 'David']",['plumber'],[58],"['$72,000', '$185,000', '$95,000', '$12,000', '$1,200', '$23,000', '$31,000', '$197,000', '$90,000', '$2,700', '$74,000', '$3,500,', '$185,000', '$98,000', '$87,000,', '$11,200']"
bond_duration_mismatch,standard,Margaret,"['Margaret Holloway', 'Derek Simmons', 'Simmons', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[74],"['$620,000', '$2,400', '$1,800', '$5,500', '$480,000', '$107,000,', '$373,000', '$140,000', '$9,600']"
reverse_churning,standard,Carlos,"['Carlos', 'Elena Reyes', 'Carlos', 'Ryan Prescott', 'Prescott', 'Prescott']",[],[],"['$95,000', '$185,000', '$185,000', '$5,365', '$2,682', '$2,683', '$150', '$192,000', '$186,600']"
leveraged_etf_unsuitable,standard,Margaret,"['Margaret Olson', 'Derek Fontaine', 'Olson', 'Olson', 'Olson']",['retired'],[72],"['$310,000,', '$185,000', '$125,000', '$28,000,', '$800', '$90,000', '$12,600']"
mutual_fund_switching_churning,standard,Raymond,"['Raymond Chu', 'Lisa Tran', 'Chu', 'Tran', 'Chu', 'Chu', 'Chu', 'Morningstar', 'Tran']",['manager'],[55],"['$142,000', '$620,000', '$280,000', '$95,000', '$87,400', '$52,000', '$108,000']"
unsuitable_income_investor,standard,Margaret,"['Margaret Downey', 'Craig Hollister', 'Margaret', 'Hollister', 'Margaret', 'Hollister', 'Margaret']",['retired'],[72],"['$2,100', '$800', '$340,000,', '$2,900', '$245,000', '$95,000', '$95,000', '$30,000', '$9,500']"
inappropriate_risk_profile,standard,David,"['David Park', 'David', 'Priya Mehta', 'David', 'Mehta', 'David', 'David', 'David']",['engineer'],[34],"['$185,000', '$60,000', '$420,000', '$85,000', '$150,000', '$2,800', '$45,000', '$150,000']"
excessive_load_funds,standard,Margaret,"['Margaret Holloway', 'Derek Stanton', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[72],"['$3,200', '$1,800', '$210,000', '$210,000', '$11,340', '$9,870', '$178,500', '$31,500', '$21,210,']"
inappropriate_risk_profile,standard,Samuel,"['Samuel Ngata', 'Priya Deshmukh', 'Samuel', 'Samuel', 'Samuel', 'Samuel', 'Samuel', 'Samuel', 'Samuel', 'Samuel']",['engineer'],[34],"['$145,000', '$85,000', '$58,900', '$26,100,', '$2,400']"
lack_of_diversification,standard,Margaret,"['Margaret Hilston', 'Derek Paulson', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret']","['schoolteacher', 'teacher', 'retired']",[72],"['$2,800', '$340,000', '$295,000', '$45,000', '$41,300']"
concentration_risk,standard,Carlos,"['Carlos', 'Maria Delgado', 'Brenda Marsh', 'Brenda', 'Brenda', 'Carlos']",[],[],"['$78,000', '$95,000', '$110,000', '$82,000', '$95,000', '$3.00', '$13,000', '$4,200', '$82,000', '$11,400,', '$70,600']"
senior_investor_exploitation,standard,Margaret,"['Margaret Holloway', 'Margaret', 'Derek Simmons', 'Derek', 'Derek', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Derek']","['schoolteacher', 'teacher', 'retired']",[79],"['$34,000', '$18,000', '$410,000,', '$300,000', '$19,500', '$16,500', '$283,500', '$19,845', '$19,845', '$300,000', '$260,000', '$39,345']"
variable_annuity_unsuitable,standard,David,"['David Kowalski', 'David', 'David', 'David', 'Rachel Stein', 'David', 'Rachel', 'David', 'Rachel', 'David', 'David', 'David']",['manager'],"[52, 65]","['$115,000', '$340,000,', '$185,000', '$45,000', '$120,000', '$185,000', '$462', '$10,175', '$5,365']"
structured_products_unsuitable,standard,Margaret,"['Margaret Thornton', 'Derek Hollis', 'Margaret', 'Margaret']","['retiree', 'retired']",[74],"['$2,800', '$310,000,', '$185,000', '$9,250', '$185,000', '$98,050,', '$86,950', '$19,700', '$67,250,']"
excessive_churning,standard,Robert,"['Robert Kimura', 'Allison Garrett', 'Robert', 'Allison', 'Allison', 'Robert', 'Robert', 'Robert', 'Allison']",['dentist'],[52],"['$230,000', '$680,000,', '$520,000', '$78,400', '$41,000,', '$78,400', '$37,400', '$62,400', '$520,000']"
margin_unsuitable,standard,Dorothy,"['Dorothy Kessler', 'Dorothy', 'Marcus Fielding', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy', 'Dorothy']","['teacher', 'retired']",[74],"['$410,000', '$2,800', '$1,950', '$215,000', '$35,000', '$180,000,', '$23,400', '$47,600', '$189,000', '$221,000']"
overconcentration_single_stock,standard,Nathan,"['Nathan Cho', 'Nathan', 'Priya Venkatesh', 'Priya', 'Priya', 'Priya']",['engineer'],[38],"['$245,000', '$300,000', '$3.2', '$1.4', '$900,000', '$600,000', '$300,000', '$1.1', '$400,000', '$900,000', '$900,000', '$900,000']"
options_unsuitable,standard,Margaret,"['Margaret Kowalski', 'Margaret', 'Dale Prescott', 'Margaret', 'Prescott', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Prescott']","['teacher', 'retired']",[71],"['$2,800', '$1,950', '$340,000', '$12,000', '$87,500', '$340,000', '$228,400,', '$111,600', '$14,200']"
inappropriate_risk_profile,standard,Daniel,"['Daniel Reeves', 'Daniel', 'Linda', 'Daniel', 'Linda', 'Craig Emerson', 'Daniel', 'Daniel', 'Linda', 'Daniel', 'Daniel', 'Daniel']",['mechanic'],"[58, 56, 62]","['$612,000', '$28,000', '$45,000', '$118,000', '$4,200', '$3,000', '$612,000', '$245,000', '$185,000', '$122,000', '$60,000', '$321,700,', '$290,300']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Dalton', 'Daniel Kershaw', 'Kershaw', 'Margaret', 'Margaret', 'Kershaw', 'Margaret', 'Margaret', 'Daniel', 'Kershaw', 'Margaret', 'Kershaw', 'Margaret']","['executive', 'retired']","[74, 38]","['$3.8', '$1.4', '$1.6', '$650,000', '$150,000', '$135,000', '$210,000', '$280,000', '$47,000', '$31,000', '$16,000', '$5,800', '$1.42', '$1.4']"
options_unsuitable,borderline,Margaret,"['Margaret Ellison', 'Derek Haynes', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret']",['retired'],[62],"['$1.4', '$48,000', '$22,000', '$70,000,', '$1.6', '$400,000', '$2,500', '$4,000', '$41,000', '$27,000', '$5,400', '$1,100', '$41,000', '$27,000', '$180,000']"
excessive_churning,borderline,Margaret,"['Margaret Kowalski', 'Kevin Bartlett', 'Bartlett', 'Margaret', 'Bartlett', 'Margaret', 'Margaret', 'Bartlett', 'Margaret', 'Margaret', 'Bartlett', 'Margaret', 'Bartlett', 'Bartlett', 'Margaret', 'Margaret', 'Bartlett', 'Margaret', 'Margaret']",['retired'],"[58, 34]","['$620,000', '$180,000', '$2,000', '$3,000', '$41,200', '$19,750,', '$6,400', '$15,050,', '$26,150', '$2,250', '$13,100']"
failure_to_know_customer,borderline,Marcus,"['Marcus Webb', 'Diane Kowalski', 'Diane', 'Greeks', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'Diane', 'max', 'Diane']",['engineer'],[34],"['$185,000', '$320,000,', '$610,000', '$100,000', '$4,500', '$12,000,', '$25,000', '$45,000', '$67,000', '$800,', '$6,200']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Holloway', 'Margaret', 'Kevin Marsh', 'Margaret', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Linda', 'Linda', 'Linda', 'Margaret', 'Margaret', 'Margaret', 'Kevin Marsh', 'Margaret', 'Margaret', 'Margaret']","['engineer', 'contractor', 'retired']","[74, 31]","['$2.8', '$4,200', '$3,100', '$180,000', '$87,600', '$3,000', '$18,000', '$41,000', '$23,500,', '$17,500', '$2,100', '$4,800', '$2.8', '$3.04']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Ellison', 'Ellison', 'Janet Cormier', 'Ridgepoint', 'Cormier', 'Ellison', 'Greeks', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison']","['engineer', 'mechanic']",[34],"['$185,000', '$620,000,', '$410,000', '$210,000', '$210,000', '$3,500', '$5,000', '$31,400', '$12,600', '$31,400', '$25,000']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Whitfield', 'Whitfield', 'Dana Reeves', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield', 'Whitfield']","['manager', 'mechanic']",[34],"['$62,000', '$47,000', '$3,800', '$18,000', '$6,200', '$25,000']"
excessive_churning,borderline,Marcus,"['Marcus Aldridge', 'Danielle Kovac', 'Kovac', 'Kovac']","['engineer', 'manager', 'veteran']",[42],"['$285,000', '$1.8', '$175,000,', '$41,200', '$0.50', '$0.65', '$175,000', '$138,000', '$37,000']"
options_unsuitable,borderline,Marcus,"['Marcus Trenton', 'Diana Chowdhury', 'Diana', 'Diana', 'Diana', 'Diana']","['engineer', 'mechanic']",[34],"['$185,000', '$620,000,', '$410,000', '$210,000', '$210,000', '$38,000', '$87,000,', '$52,000,', '$100,000']"
complex_products_unsophisticated_investor,borderline,Danielle,['Danielle Reeves'],[],[34],"['$72,000', '$185,000,', '$41,000', '$800', '$1,500', '$41,000', '$29,200', '$11,800,']"
complex_products_unsophisticated_investor,borderline,Marcus,['Marcus Redfield'],"['manager', 'mechanic']",[34],"['$72,000', '$145,000,', '$18,400', '$6,200', '$12,200', '$145,000', '$128,500', '$9,800', '$5,100']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Delgado', 'Sandra Chen', 'Chen', 'Delgado', 'Chen', 'Delgado']","['engineer', 'mechanic']",[34],"['$185,000', '$620,000,', '$290,000', '$95,000', '$235,000', '$8,200', '$41,000']"
inappropriate_risk_profile,borderline,Margaret,"['Margaret Holloway', 'Derek Paulson', 'Paulson', 'Holloway', 'Holloway', 'Paulson', 'Paulson']","['mechanic', 'retired']",[58],"['$62,000', '$1.1', '$38,500', '$14,200', '$11,800', '$3,100']"
excessive_churning,borderline,Danielle,['Danielle Foss'],['engineer'],[44],"['$310,000', '$2.1', '$680,000', '$213,600', '$680,000', '$491,000', '$189,000,']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Webb', 'Derek Hollis', 'Derek', 'max', 'Derek']",[],[34],"['$52,000', '$41,000', '$200', '$1,500', '$6,800,', '$3,000', '$11,200', '$18,000']"
options_unsuitable,borderline,Marcus,"['Marcus Delgado', 'Janet Liu', 'Janet Liu']","['engineer', 'manager']",[34],"['$195,000', '$410,000,', '$4,500', '$18,000', '$27,000', '$11,200', '$8,000', '$12,000', '$55,000', '$65,000', '$43,800']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Holloway', 'Derek Campos', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Derek', 'Derek', 'Margaret']","['engineer', 'attorney', 'mechanic', 'retired']","[74, 38]","['$2.1', '$1.4', '$700,000', '$4,200', '$3,800', '$72,000,', '$18,000', '$40,000', '$55,000', '$38,200', '$22,400', '$15,800,', '$6,100', '$1.4', '$1.52', '$8,200', '$7,100']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Ellison', 'Margaret', 'Kevin Royce', 'Kevin', 'Margaret', 'Margaret', 'Craig', 'Craig', 'Kevin', 'Craig', 'Margaret', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin']","['physician', 'engineer', 'manager', 'retiree', 'retired']","[74, 38, 74]","['$2.1', '$4,200', '$3,100', '$38,400', '$87,000', '$180,000', '$4,100', '$11,000']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Webb', 'Denise Calvert', 'Denise', 'Denise', 'Denise', 'Denise', 'Denise']",['veteran'],[34],"['$72,000', '$185,000,', '$28,000', '$19,400', '$28,000', '$14,200']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Whitfield', 'Dana Pelletier', 'Dana', 'Dana', 'Roy Hutchins', 'Dana', 'Dana', 'Dana']","['engineer', 'manager', 'mechanic', 'retired']",[58],"['$7,200', '$1.4', '$130,000', '$1.4', '$800', '$1,500', '$3,500', '$5,000', '$12,000', '$15,000', '$23,000', '$9,400,', '$14,600,']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Tremblay', 'Danielle Reeves']",['mechanic'],[34],"['$62,000', '$47,000', '$300', '$500', '$22,000', '$7,000', '$12,000', '$1,800', '$8,400']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Webb', 'Danielle Pratt']",['mechanic'],[34],"['$62,000', '$47,000,', '$4,200', '$31,000', '$3,400', '$2,800']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Ellison', 'Kevin Draper', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Ellison']","['attorney', 'retiree', 'retired']","[74, 38, 74]","['$3.2', '$1.8', '$4,200', '$3,100', '$78,000', '$142,000', '$31,000']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Whitfield', 'Diana Chou', 'Diana', 'Diana', 'Diana', 'Diana', 'Diana', 'Diana', 'Baxter-Leeds', ""Baxter-Leeds's""]","['engineer', 'manager', 'mechanic']",[34],"['$185,000', '$620,000,', '$290,000', '$210,000', '$4,200', '$95,000', '$47,000', '$290,000', '$228,000']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Delgado', 'Tier 2', 'Sandra Choi', 'Sandra', 'Sandra']",['mechanic'],[34],"['$62,000', '$85,000', '$140,000', '$75,000', '$150,000', '$1,200', '$8,400', '$5,100,', '$3,300', '$2,900', '$3,500,', '$14,000', '$9,800', '$13,100,']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Delgado', 'Heather Yamamoto', 'Heather']",['mechanic'],[34],"['$62,000', '$47,000', '$15,000', '$3,800,']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Hollis', 'Derek Fanning', 'Karen', 'Karen', 'Fanning', 'Karen', 'Hollis', 'Hollis', 'Hollis']","['physician', 'retiree', 'retired']","[74, 41]","['$1.85', '$1.2', '$650,000', '$6,200', '$2,800', '$78,000,', '$2.1', '$127,000', '$410,000', '$38,000,', '$52,000', '$14,200', '$74,800', '$200,000', '$350,000']"
excessive_churning,borderline,Marcus,"['Marcus Delgado', 'Angela Chen', 'Chen', 'Chen', 'Chen', 'Chen', 'Chen', 'Chen', 'Chen', 'Chen', 'Chen']","['engineer', 'manager']",[41],"['$185,000', '$1.2', '$140,000', '$38,000', '$25,000', '$43,500', '$220,000,']"
inappropriate_risk_profile,borderline,Marcus,"['Marcus Ellison', 'Ellison', 'Dana Whitfield', 'Whitfield', 'Ellison', 'Whitfield', 'Ellison', 'Whitfield', 'Ellison', 'Ellison', 'Ellison', 'Ellison', 'Whitfield', 'Whitfield', 'Whitfield', 'Ellison', 'Ellison', 'Whitfield', 'Ellison']","['manager', 'mechanic']",[58],"['$145,000', '$1.2', '$410,000', '$18,500', '$6,200', '$14,800']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Dawson', 'Margaret', 'Kevin Purcell', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Lisa', 'Lisa', 'Kevin', 'Kevin', 'Lisa', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Kevin']","['engineer', 'attorney', 'retired']",[74],"['$3.2', '$1.8', '$900,000', '$4,200', '$3,100', '$135,000', '$47,000', '$62,000', '$4,800', '$400,000', '$6,400', '$0.65']"
failure_to_know_customer,borderline,Marcus,"['Marcus Ellison', 'Sandra Chu', 'Sandra Chu', 'Sandra']","['attorney', 'mechanic']",[24],"['$62,000', '$45,000,', '$52,000', '$38,000', '$40', '$48', '$19', '$40', '$60,000', '$38,000', '$27,400']"
options_unsuitable,borderline,Marcus,"['Marcus Whitfield', 'Dana Okafor', 'Dana', 'Dana', 'Dana Okafor']","['engineer', 'manager']",[34],"['$185,000', '$410,000', '$290,000', '$440,000', '$185,000,', '$18,200', '$47,000', '$290,000', '$243,000', '$11,000']"
options_unsuitable,borderline,Marcus,"['Marcus Webb', 'Dana Choi', 'Dana Choi', 'Dana Choi', 'Dana Choi']",['engineer'],[34],"['$185,000', '$620,000,', '$340,000', '$18,400', '$290,000', '$74,000']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Delgado', 'Priya Narayan', 'Delgado']",['mechanic'],[34],"['$52,000', '$47,000', '$38,000', '$55,000', '$51,000,', '$52,000', '$3,200', '$800', '$1,200', '$4,100', '$6,800,']"
failure_to_know_customer,borderline,Dana,"['Dana Whitfield', 'Dana', 'Dana', 'Greeks', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana', 'Dana', 'Apex']",['engineer'],[29],"['$185,000,', '$320,000,', '$590,000', '$280,000', '$350,000', '$74,000', '$218,000', '$100,000,', '$200,000']"
failure_to_know_customer,borderline,Marcus,"['Marcus Delgado', 'Jennifer Kowalski', 'Jennifer', 'Jennifer', 'Jennifer', 'Jennifer']",['engineer'],[34],"['$185,000,', '$420,000,', '$780,000', '$310,000', '$14,200', '$87,400', '$346,000', '$258,600']"
complex_products_unsophisticated_investor,borderline,Margaret,"['Margaret Hollis', 'Derek Pham', 'Pham', 'Pham', 'Pham', 'Pham']",['retired'],[58],"['$52,000', '$410,000', '$85,000', '$195,000', '$2,800', '$26,500', '$11,000', '$4,200', '$11,300']"
options_unsuitable,borderline,Marcus,"['Marcus Reilly', 'Christine Dao', 'Reilly', 'Reilly', 'Dao', 'Reilly', 'Reilly', 'Dao', 'Dao']",['engineer'],[34],"['$215,000', '$180,000', '$95,000', '$40,000', '$320,000', '$8,200', '$31,000', '$4,100', '$1,800', '$5,000']"
excessive_churning,borderline,Gerald,"['Gerald Hoffman', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Gerald', 'Greeks', 'Gerald', 'Gerald', 'Gerald', 'Gerald']","['engineer', 'manager', 'contractor', 'retired']",[58],"['$1.4', '$380,000', '$78,000', '$380,000', '$41,200', '$354,000', '$26,000', '$41,200', '$0.65', '$6.95']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Delgado', 'Danielle Frye', 'Frye', 'Frye', 'Frye', 'Frye', 'Frye', 'Frye', 'max']",['mechanic'],"[34, 29]","['$62,000', '$85,000,', '$18,500', '$85', '$17,000', '$320', '$2,400', '$800', '$1,200', '$1,100', '$650', '$19,800', '$1,300']"
excessive_churning,borderline,Marcus,"['Marcus Webb', 'Lena Okafor', 'Okafor', 'Okafor', 'Okafor', 'Webb']",['accountant'],[52],"['$780,000', '$3.2', '$410,000', '$128,600,', '$34,200,']"
failure_to_know_customer,borderline,Marcus,"['Marcus Thornton', 'Thornton', 'Diana Kowalski', 'Kowalski', 'Thornton', 'Thornton', 'Kowalski', 'Greeks', 'Kowalski', 'Thornton', 'Thornton', 'Kowalski', 'Thornton', 'Thornton', 'Kowalski']","['engineer', 'manager', 'mechanic']",[34],"['$145,000', '$210,000,', '$480,000', '$38,000', '$14,200', '$162,000']"
complex_products_unsophisticated_investor,borderline,Marcus,"['Marcus Whitfield', 'Janet Simmons', 'Janet', 'Janet', 'max', 'max', 'Janet', 'Janet', 'Janet']",['mechanic'],[34],"['$62,000', '$47,000', '$47,000', '$62,000', '$11,000', '$15,000', '$47,000', '$2,000', '$3,100,', '$2,000', '$14,500']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Thornton', 'Daniel Huang', 'Thornton', 'Thornton', 'Huang', 'Thornton', 'Thornton', 'Thornton', 'Huang', 'Huang', 'Huang', 'Thornton']","['engineer', 'manager', 'retired']","[74, 38]","['$3.8', '$2.1', '$900,000', '$500,000', '$300,000', '$112,000,', '$78,000', '$80,000', '$150,000,', '$8,000', '$12,000', '$47,000', '$3,200']"
failure_to_know_customer,borderline,Marcus,"['Marcus Whitfield', 'Janet Chen', 'Janet', 'Janet', 'Janet', 'Janet', 'Janet', 'Janet']","['engineer', 'mechanic']","[34, 34]","['$185,000', '$410,000', '$220,000', '$38,000', '$410,000']"
excessive_churning,borderline,Marcus,"['Marcus Webb', 'Derek Liang', 'Liang', 'Liang', 'Liang', 'Liang', 'Liang', 'Liang', 'Liang', 'Webb']",['engineer'],[34],"['$185,000', '$620,000,', '$140,000', '$41,600', '$22,400,', '$11,800,']"
options_unsuitable,borderline,Margaret,"['Margaret Hollings', 'Margaret', 'David Parrish', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Parrish', 'Parrish', 'Margaret', 'max', 'Margaret']","['mechanic', 'consultant', 'retired']",[58],"['$95,000', '$1.4', '$820,000', '$390,000', '$174,000', '$29', '$1,500', '$4,500', '$18,000', '$2,100', '$11,200', '$6,400', '$1,120']"
excessive_churning,borderline,Margaret,"['Margaret Pellegrini', 'David Huang', 'Margaret', 'Huang', 'Margaret', 'Margaret', 'Huang', 'Margaret', 'Margaret', 'Margaret', 'Huang', 'Huang', 'Margaret', 'Huang', 'Margaret', 'Margaret']","['manager', 'retired']",[58],"['$1.4', '$95,000', '$900,000,', '$74,000', '$412,000', '$385,000', '$27,000', '$25,000']"
excessive_churning,borderline,Margaret,"['Margaret Huang', 'Greg Whitfield', 'Whitfield', 'Huang', 'Huang', 'Whitfield', 'Huang', 'Huang', 'Whitfield', 'Whitfield', 'Whitfield', 'Huang', 'Whitfield', 'Huang', 'Huang', 'Huang', 'Whitfield']","['executive', 'retired']",[58],"['$2.1', '$187,000', '$1.87', '$230,000,', '$187,000', '$43,000', '$94,000']"
failure_to_know_customer,borderline,Jessica,"['Jessica Palumbo', 'Jessica', 'Jessica', 'Jessica Palumbo']",['engineer'],[28],"['$145,000', '$210,000,', '$280,000,', '$75,000', '$100,000', '$95,000', '$74,000', '$136,000', '$3,000']"
failure_to_know_customer,borderline,Marcus,"['Marcus Delgado', 'Delgado', 'Kara Thornton', 'Delgado', 'Thornton', 'Thornton', 'Thornton', 'Thornton', 'Thornton', 'Delgado']",['engineer'],[34],"['$185,000', '$620,000,', '$95,000', '$4,200', '$38,000']"
failure_to_know_customer,borderline,Marcus,"['Marcus Delgado', 'Heather Norris', 'Heather', 'Heather', 'Heather']",['engineer'],[29],"['$95,000,', '$140,000,', '$210,000', '$70,000', '$47,000', '$580', '$60,000', '$23,400']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Ellison', 'Derek Huang', 'Margaret', 'Derek', 'Margaret', 'Margaret', 'Rachel', 'Derek', 'Rachel', 'Derek', 'Margaret', 'Rachel', 'Margaret', 'Margaret']","['engineer', 'manager', 'retiree', 'retired']","[74, 74, 70]","['$2.1', '$1.4', '$680,000,', '$4,200', '$3,800', '$72,000', '$3,000', '$4,000', '$5,000', '$3.5', '$96,000', '$28,400', '$4,800,', '$5,000']"
options_unsuitable,borderline,Janet,"['Janet Reeves', 'Janet', 'Janet', 'Janet', 'David Garza', 'Janet']","['engineer', 'mechanic']",[34],"['$185,000', '$620,000,', '$280,000', '$190,000', '$150,000', '$3,000', '$5,000', '$47,000']"
senior_investor_exploitation,borderline,Margaret,"['Margaret Kowalski', 'Kevin Barlow', 'Margaret', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Kevin', 'Kevin', 'Margaret', 'Kevin', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret', 'Margaret']","['physician', 'engineer', 'attorney', 'widow', 'retired']","[74, 38, 74]","['$2.8', '$4,200', '$3,100', '$87,000,', '$2.6', '$8,000', '$15,000', '$31,000,', '$150,000', '$62,000', '$28,000']"
